,first_name,last_name,proffession,Birthplace,Age,Birth Sign,month,day,year,popularity_rate,DEATH DATE,DISAPPEARED DATE
28,Robbie,Brady,Soccer Player,Ireland,30,Capricorn,January,14,1992,62474,,
29,Robbie,Bagley,YouTube Star, Utah ,30,Taurus,May,5,1992,97045,,
30,Robbie,Arnett,Pop Singer,United States,30,Pisces,March,3,1992,14579,,
31,Robbie,Anderson,Pop Singer,Scotland,21,Aquarius,January,22,2001,65762,,
32,Robbie,Amell,TV Actor,Toronto,34,Taurus,April,21,1988,3816,,
33,Robbi,Padovano,Reality Star, New Jersey ,28,Libra,October,1,1993,182391,,
34,Robbi,O’Connell,TikTok Star,Vancouver,21,Aries,April,18,2001,85111,,
35,Robbi,Jan,TikTok Star,Adelaide,27,Cancer,June,23,1994,33403,,
36,Hardwell,Hardwell,DJ,Breda,34,Capricorn,January,7,1988,14253,,
37,Robbert,Rodenburg,TV Actor,Netherlands,24,Aquarius,February,11,1998,49424,,
38,Robben,Ford,Guitarist, CA ,70,Sagittarius,December,16,1951,105408,,
39,Robb,Wolf,Fitness Instructor,United States,50,Aquarius,January,24,1972,188360,,
40,Robb,Wells,TV Actor,Moncton,51,Pisces,March,20,1971,39580,,
41,Robb,Royer,Guitarist, California ,79,Sagittarius,December,6,1942,193488,,
42,Robb,Nen,Baseball Player, California ,52,Sagittarius,November,28,1969,205709,,
43,Robb,Flynn,Guitarist,Oakland,54,Cancer,July,19,1967,68350,,
44,Robb,Bank$,Rapper,Brooklyn,27,Libra,September,24,1994,20658,,
45,Robb,Alvey,YouTube Star,Santa Clarita,52,Capricorn,January,9,1970,57809,,
46,Roball,Roball,YouTube Star,United States,22,Libra,September,29,1999,51058,,
47,Roba,Stanley,Country Singer, Georgia ,,Aquarius,February,11,1908,145975,Jun 8,
48,Rob49,Rob49,Rapper,United States,,,,,1999,21981,,
49,Rob,Zombie,Metal Singer,Haverhill,57,Capricorn,January,12,1965,9129,,
50,Rob,Zabrecky,Magician, California ,53,Gemini,June,2,1968,101017,,
51,Rob,Wiethoff,Voice Actor, Indiana ,45,Virgo,September,15,1976,23959,,
52,Rob,Whisman,Twitter Star,United States,33,Sagittarius,December,7,1988,211290,,
53,Rob,Walker,TV Producer, Illinois ,42,Gemini,June,5,1979,66657,,
54,Rob,Wainwright,Rugby Player,Scotland,57,Aries,March,22,1965,192797,,
55,Rob,Vicious,Rapper,United States,24,Libra,September,26,1997,34954,,
56,Rob,Graaf,YouTube Star,Netherlands,23,Cancer,July,4,1998,35870,,
57,Rob,Dam,Wrestler,Battle Creek,51,Sagittarius,December,18,1970,15061,,
58,Rob,Thomas,Pop Singer,Landstuhl,50,Aquarius,February,14,1972,13443,,
59,Rob,Ranger,YouTube Star,Boston,44,Scorpio,November,3,1977,150471,,
60,Rob,Don,TikTok Star,United States,19,Aries,April,9,2003,88191,,
61,Rob,Swire,Music Producer,Perth,39,Scorpio,November,5,1982,38392,,
62,Rob,Swift,YouTube Star,United States,36,Pisces,March,16,1986,197728,,
63,Rob,Stone,TV Actor,Dallas,59,Virgo,September,22,1962,43479,,
64,Rob,Stone,Rapper,San Diego,27,Aquarius,January,25,1995,15731,,
65,Rob,Stewart,Director,Canada,,Capricorn,December,28,1979,31866,Jan 31,
66,Rob,Sheridan,Graphic Designer,Seattle,42,Libra,October,11,1979,83984,,
67,Rob,Schneider,Movie Actor,San Francisco,58,Scorpio,October,31,1963,7142,,
68,Rob,Scallon,YouTube Star, Illinois ,31,Virgo,August,26,1990,22783,,
69,Rob,Ryan,Football Coach,Ardmore,59,Sagittarius,December,13,1962,123954,,
70,Rob,Ruckus,Bassist,Las Vegas,51,Cancer,July,16,1970,213707,,
71,Rob,Riggle,Comedian,Louisville,52,Taurus,April,21,1970,12208,,
72,Rob,Riches,YouTube Star,England,38,Sagittarius,December,16,1983,120256,,
73,Rob,Resnick,Music Producer,Montclair,32,Gemini,May,26,1989,43745,,
74,Rob,Rensenbrink,Soccer Player,Netherlands,,Cancer,July,3,1947,174453,Jan 24,
75,Rob,Reiner,Director,New York City,75,Pisces,March,6,1947,32603,,
76,Rob,Refsnyder,Baseball Player,Seoul,31,Aries,March,26,1991,168770,,
77,Rob,Rasmussen,Baseball Player,Pasadena,33,Aries,April,2,1989,222664,,
78,Rob,Ramsay,TV Actor,Canada,35,Virgo,September,2,1986,108433,,
79,Rob,Rainford,Chef,Jamaica,55,Sagittarius,November,30,1966,159158,,
80,Rob,Rackstraw,Voice Actor,England,56,Scorpio,October,31,1965,54312,,
81,Rob,Quiney,Cricket Player,Australia,39,Leo,August,20,1982,203674,,
82,Rob,Purdie,Soccer Player,England,39,Libra,September,28,1982,209709,,
83,Rob,Portman,Politician, Ohio ,66,Sagittarius,December,19,1955,136825,,
84,Rob,Pinkston,TV Actor,Atlanta,34,Aquarius,January,30,1988,69807,,
85,Rob,Pilatus,Pop Singer,New York City,,Gemini,June,8,1964,74492,Apr 2,
86,Rob,Penny,Playwright, Alabama ,,Leo,August,6,1941,222545,Mar 16,
87,Rob,Pelinka,Sports Executive,United States,52,Capricorn,December,23,1969,121141,,
88,Rob,Pearson,YouTube Star,England,35,Capricorn,December,25,1986,79391,,
89,Rob,Paulsen,TV Actor,Detroit,66,Pisces,March,11,1956,10127,,
90,Rob,Patterson,Guitarist, Massachusetts ,51,Scorpio,November,9,1970,53354,,
91,Rob,Parker,Sportscaster,Queens,58,Capricorn,January,10,1964,174009,,
92,Rob,Pannell,Lacrosse Player,Long Island,32,Sagittarius,December,11,1989,93199,,
93,Rob,Palmer,TV Show Host,Australia,47,Aries,April,15,1975,146654,,
94,Rob,O’Neill,Sailor,Butte,46,Aries,April,10,1976,96468,,
95,Rob,Norbury,Soap Opera Actor,United States,34,Gemini,May,21,1988,84469,,
96,Rob,Nolette,Instagram Star,Providence,22,Aquarius,February,6,2000,74402,,
97,Rob,Nixon,YouTube Star,Perth,38,Pisces,February,27,1984,80127,,
98,Rob,Niter,Movie Actor,Memphis,39,Leo,July,29,1982,145725,,
99,Rob,Ninkovich,Football Player,Blue Island,38,Aquarius,February,1,1984,110533,,
100,Rob,Niedermayer,Hockey Player,Canada,47,Capricorn,December,28,1974,214052,,
101,Rob,Nelson,Journalist, New Jersey ,43,Gemini,June,5,1978,106029,,
102,Rob,Moya,Movie Actor,United States,28,Aries,April,5,1994,25798,,
103,Rob,Morrow,Movie Actor,New Rochelle,59,Virgo,September,21,1962,68882,,
104,Rob,Moroso,Race Car Driver, Connecticut ,,Libra,September,26,1968,210472,Sep 30,
105,Rob,Morgan,TV Actor,United States,49,Pisces,February,24,1973,161907,,
106,Rob,Mitchell,Instagram Star,London,48,Sagittarius,December,21,1973,66492,,
107,Rob,Minkoff,Director, California ,59,Leo,August,11,1962,76361,,
108,Rob,Mills,Pop Singer,Australia,39,Cancer,June,21,1982,77725,,
109,Rob,Mileti,TikTok Star,United States,18,Leo,July,28,2003,7649,,
110,Rob,McElhenney,TV Actor,Philadelphia,45,Aries,April,14,1977,30942,,
111,Rob,McCullough,MMA Fighter,Huntington Beach,44,Gemini,May,26,1977,199618,,
112,Rob,McClure,Stage Actor, New Jersey ,39,Gemini,June,15,1982,42991,,
113,Rob,McClanahan,Hockey Player, Minnesota ,64,Capricorn,January,9,1958,136300,,
114,Rob,Mayes,TV Actor, OH ,37,Scorpio,November,17,1984,83166,,
115,Rob,Antics,YouTube Star,United States,,,,,,54395,,
116,Rob,Martinez,TikTok Star,United States,19,Sagittarius,November,28,2002,31229,,
117,Rob,Marshall,Director,Madison,61,Libra,October,17,1960,92894,,
118,Rob,Mariano,Reality Star,Boston,46,Capricorn,December,25,1975,12274,,
119,Rob,Marciano,TV Show Host,Greenwich,53,Cancer,June,25,1968,123847,,
120,Rob,Mallard,Soap Opera Actor,Manchester,31,Taurus,May,19,1991,33967,,
121,Rob,Machado,Surfer,Sydney,48,Libra,October,16,1973,115013,,
122,Rob,MacCachren,Race Car Driver, Nevada ,57,Aries,March,24,1965,158677,,
123,Rob,Maaddi,Journalist, Pennsylvania ,48,Sagittarius,December,5,1973,160423,,
124,Rob,Lundquist,Country Singer,Minneapolis,38,Gemini,June,2,1983,25474,,
125,Rob,Lowe,Movie Actor,Charlottesville,58,Pisces,March,17,1964,2194,,
126,Rob,Long,YouTube Star,Glasgow,23,Capricorn,December,31,1998,103625,,
127,Rob,Little,Comedian, Michigan ,49,Capricorn,December,24,1972,150709,,
128,Rob,Lipsett,YouTube Star,Dublin,30,Capricorn,January,17,1992,26492,,
129,Rob,Liefeld,Comic Book Artist,Anaheim,54,Libra,October,3,1967,90739,,
130,Rob,Lee,Soccer Player,England,56,Aquarius,February,1,1966,167904,,
131,Rob,Law,TikTok Star,United States,27,Gemini,June,14,1994,196058,,
132,Rob,Landes,Violinist,United States,37,Pisces,March,15,1985,33395,,
133,Rob,Lake,Magician,Norman,39,Capricorn,December,30,1982,118102,,
134,Rob,LaBelle,Movie Actor,Minneapolis,59,Leo,August,2,1962,137111,,
135,Rob,Krager,Instagram Star, New Jersey ,32,Aquarius,February,14,1990,154433,,
136,Rob,Knox,Movie Actor,Kent,,Leo,August,21,1989,21577,May 24,
137,Rob,Knighton,Model,England,27,Aquarius,February,10,1995,134662,,
138,Rob,Knight,Live.me Star, New York ,27,Scorpio,October,28,1994,59483,,
139,Rob,Kimmons,MMA Fighter, Missouri ,41,Aquarius,January,30,1981,179671,,
140,Rob,Kiernan,Soccer Player,England,31,Capricorn,January,13,1991,187992,,
141,Rob,Kerkovich,TV Actor,Springfield,33,Leo,August,11,1988,119397,,
142,Rob,Kearney,Rugby Player,Dundalk,36,Aries,March,26,1986,92264,,
143,Rob,Kazi,Comedian,United States,34,Sagittarius,December,17,1987,93581,,
144,Rob,Kardashian,Reality Star,Los Angeles,35,Pisces,March,17,1987,439,,
145,Rob,Jowers,Film Producer,United States,33,Gemini,May,26,1988,182624,,
146,Rob,Johnston,Vine Star,Pittsburgh,41,Taurus,May,13,1981,140814,,
147,Rob,Johnson,Baseball Player, Montana ,39,Cancer,July,22,1982,147887,,
148,Rob,Jetten,Politician,Netherlands,35,Aries,March,25,1987,90741,,
149,Rob,Jensen,YouTube Star, Utah ,44,Leo,July,28,1977,5752,,
150,Rob,James,Magician,England,43,Leo,July,24,1978,173328,,
151,Rob,James-Collier,TV Actor,England,45,Libra,September,23,1976,49750,,
152,Rob,Ingraham,Saxophonist,Tulsa,36,Scorpio,November,11,1985,178149,,
153,Rob,Hyman,Rock Singer,Meriden,72,Taurus,April,24,1950,182008,,
154,Rob,Huysinga,Entrepreneur,London,27,Scorpio,October,28,1994,118040,,
155,Rob,Huebel,Comedian,Alexandria,52,Gemini,June,4,1969,109065,,
156,Rob,Hudson,Politician,Australia,66,Sagittarius,December,9,1955,202144,,
157,Rob,Howley,Rugby Player,Bridgend,51,Libra,October,13,1970,183156,,
158,Rob,Houchen,Stage Actor,Lowestoft,31,Aquarius,February,10,1991,63881,,
159,"
Error
524
","
Error
524
",,,,,,,,,,
160,Rob,Hirst,Drummer,Australia,66,Virgo,September,3,1955,172691,,
161,Rob,Sr.,Motivational Speaker,Chesapeake,34,Virgo,September,17,1987,132248,,
162,Rob,Heaps,TV Actor,England,38,Cancer,July,11,1983,83424,,
163,Rob,Harris,Guitarist,England,50,Virgo,August,27,1971,94881,,
164,Rob,Hankins,Model,United States,24,Cancer,July,16,1997,201721,,
165,Rob,Hall,Mountain Climber,New Zealand,,Capricorn,January,14,1961,73641,May 11,
166,Rob,Halford,Metal Singer,Sutton Coldfield,70,Virgo,August,25,1951,11597,,
167,Rob,Gronkowski,Football Player,Amherst,33,Taurus,May,14,1989,2534,,
168,Rob,Greenfield,YouTube Star, Wisconsin ,35,Virgo,August,28,1986,156089,,
169,Rob,Gafur,TikTok Star, New Jersey ,28,Aquarius,February,1,1994,127782,,
170,Rob,Furlong,War Hero,Canada,45,Scorpio,November,11,1976,170176,,
171,Rob,Friend,Soccer Player,Canada,41,Aquarius,January,23,1981,196253,,
172,Rob,Franzoni,Bodybuilder,Mexico,29,Capricorn,December,22,1992,155692,,
173,Rob,France,Illustrator, Wyoming ,43,Virgo,August,31,1978,136861,,
174,Rob,Fox,Director, Missouri ,36,Pisces,February,24,1986,134397,,
175,Rob,Ford,Politician,Toronto,,Gemini,May,28,1969,21618,Mar 22,
176,Rob,Ferretti,YouTube Star, New Jersey ,41,Virgo,September,18,1980,96903,,
177,Rob,Ferrel,Stylist,United States,36,Virgo,September,17,1985,158043,,
178,Rob,Felicetti,Guitarist,United States,36,Taurus,May,6,1986,165834,,
179,Rob,Evans,Basketball Coach,Hobbs,75,Virgo,September,7,1946,100171,,
180,Rob,Evans,Model,Ireland,34,Aquarius,January,25,1988,31994,,
181,Rob,Estes,TV Actor,Norfolk,58,Cancer,July,22,1963,57767,,
182,Rob,Emerson,MMA Fighter, California ,40,Leo,July,30,1981,200062,,
183,Rob,Elliott,Game Show Host,Brisbane,56,Libra,October,8,1965,157650,,
184,Rob,Dyrdek,Skateboarder,Kettering,47,Cancer,June,28,1974,4453,,
185,Rob,Gavagan,YouTube Star, Massachusetts ,34,Scorpio,October,28,1987,17551,,
186,Rob,DenBleyker,Illustrator,United States,36,Capricorn,January,4,1986,130185,,
187,Rob,Delaney,Comedian,Boston,45,Capricorn,January,19,1977,61070,,
188,Rob,Deer,Baseball Player, Kansas ,61,Libra,September,29,1960,195880,,
189,Rob,Dawe,TikTok Star,Tamaulipas,30,Capricorn,January,10,1992,174635,,
190,Rob,Damiani,Rock Singer,England,35,Aries,April,2,1987,38661,,
191,Rob,Dahm,YouTube Star, Michigan ,38,Sagittarius,December,16,1983,105266,,
192,Rob,Czar,YouTube Star, Florida ,41,Aquarius,February,10,1981,7285,,
193,Rob,Curly,R&B Singer,Miami,28,Sagittarius,November,27,1993,157097,,
194,Rob,Cross,Darts Player,United States,31,Virgo,September,21,1990,94974,,
195,Rob,Corradetti,Multimedia Artist,Philadelphia,45,Aquarius,February,18,1977,215809,,
196,Rob,Corddry,TV Actor,Weymouth,51,Aquarius,February,4,1971,77148,,
197,Rob,Conway,Wrestler,Louisville,49,Sagittarius,November,28,1972,159578,,
198,Rob,Cohen,Director, New York ,73,Pisces,March,12,1949,80230,,
199,Rob,Chudzinski,Football Coach,Toledo,54,Taurus,May,12,1968,193328,,
200,Rob,Chianelli,Drummer, Connecticut ,34,Cancer,June,27,1987,115417,,
201,Rob,Chapman,Metal Singer,England,46,Gemini,June,14,1975,55300,,
202,Rob,Cesternino,Reality Star, New York ,43,Libra,October,20,1978,57636,,
203,Rob,Cantor,Rock Singer,Bloomfield Hills,38,Virgo,August,26,1983,32744,,
204,Rob,Caggiano,Guitarist, New York ,45,Scorpio,November,7,1976,142052,,
205,Rob,Buyea,Children's Author,Oneida,45,Virgo,September,12,1976,58192,,
206,Rob,Butler,Baseball Player,Canada,52,Aries,April,10,1970,153595,,
207,Rob,Burrow,Rugby Player,Yorkshire,39,Libra,September,26,1982,63036,,
208,Rob,Burch,Soccer Player,England,38,Libra,October,8,1983,208161,,
209,Rob,Brydon,Movie Actor,Wales,57,Taurus,May,3,1965,12533,,
210,Rob,Brown,Movie Actor,New York City,38,Pisces,March,11,1984,78600,,
211,Rob,Brantly,Baseball Player,San Diego,32,Cancer,July,14,1989,211151,,
212,Rob,Bowman,Director, Texas ,62,Taurus,May,15,1960,196271,,
213,Rob,Bourdon,Drummer,Calabasas,43,Aquarius,January,20,1979,46944,,
214,Rob,Blake,Hockey Player,Canada,52,Sagittarius,December,10,1969,131804,,
215,Rob,Bironas,Football Player,Louisville,,Aquarius,January,29,1978,142945,Sep 20,
216,Rob,Bell,Religious Author, Michigan ,51,Virgo,August,23,1970,104477,,
217,Rob,Beckley,Rock Singer, Kansas ,46,Leo,August,20,1975,185939,,
218,Rob,Beckett,Comedian,England,36,Capricorn,January,2,1986,23999,,
219,Rob,Base,Rapper,Harlem,55,Taurus,May,18,1967,38000,,
220,Rob,Bartlett,Comedian, New York ,65,Taurus,May,18,1957,196257,,
221,Rob,Barrett,Guitarist, New York ,53,Aquarius,January,29,1969,125343,,
222,Rob,Baker,Guitarist,Kingston,60,Aries,April,12,1962,144541,,
223,Rob,Bailey,Entrepreneur,United States,38,Gemini,May,27,1983,117197,,
224,Rob,Bagg,Football Player,Canada,37,Aquarius,February,3,1985,71138,,
225,Rob,Astorino,Politician, New York ,55,Taurus,May,3,1967,162628,,
226,Rob,Aston,Rapper,Fresno,43,Scorpio,October,29,1978,194299,,
227,Rob,Araujo,Pianist,United States,29,Sagittarius,December,7,1992,209505,,
228,Rob,Andrew,Rugby Player,England,59,Aquarius,February,18,1963,175854,,
229,Rob,Anderson,TikTok Star,United States,34,Virgo,September,20,1987,44797,,
230,Rob,Allen,Drummer,England,40,Scorpio,November,14,1981,119383,,
231,Rob,Affuso,Drummer, New York ,59,Pisces,March,1,1963,176803,,
232,Rob,Adams,Movie Actor, Missouri ,52,Pisces,February,27,1970,180687,,
233,Rob,Ackroyd,Guitarist,England,39,Libra,October,7,1982,120553,,
234,Roaya,Saleh,Chef,Bahrain,52,Scorpio,November,2,1969,189053,,
235,Roax,Tan,TV Actor,Malaysia,35,Aquarius,February,2,1987,136170,,
236,Raoul,Dufy,Painter,France,,Gemini,June,3,1887,161297,Mar 23,
237,Roary,Raynor,YouTube Star,Canada,30,Libra,October,9,1991,22121,,
238,Roark,Critchlow,Soap Opera Actor,Calgary,59,Taurus,May,11,1963,48918,,
239,Roanna,Padilla,Instagram Star,Philippines,30,Aries,April,4,1992,131629,,
240,Roandry,Fernandez,TikTok Star,Brazil,16,Scorpio,October,25,2005,201926,,
241,Roan,Pronk,World Music Singer,Netherlands,21,Capricorn,January,11,2001,123733,,
242,Roan,Curtis,TV Actress,Canada,25,Aquarius,February,1,1997,96647,,
243,Roald,Larsen,Speed Skater,Norway,,Aquarius,February,1,1898,176110,Jul 28,
244,Roald,Hoffmann,Chemist,Ukraine,84,Cancer,July,18,1937,156866,,
245,Roald,Dahl,Children's Author,Cardiff,,Virgo,September,13,1916,2614,Nov 23,
246,Roald,Amundsen,Explorer,Norway,,Cancer,July,16,1872,41205,Jun 18,
247,Roadmanralph,Roadmanralph,TikTok Star,London,29,Pisces,February,24,1993,49936,,
248,Road,Hawk,Wrestler, Illinois ,,Aquarius,January,26,1957,56385,Oct 19,
249,Roach,Killa,World Music Singer,Libya,38,Gemini,June,15,1983,126734,,
250,Roach,Gigz,Rapper,San Francisco,34,Taurus,April,25,1988,130600,,
251,Roaa,Sabban,TV Show Host,United Arab Emirates,30,Cancer,June,26,1991,213694,,
252,Roa,Roa,Instagram Star, Puerto Rico ,25,Gemini,June,12,1996,164949,,
253,RoA,Nitrox,YouTube Star,United States,25,Scorpio,November,15,1996,105037,,
254,Rawan,Tahir,Instagram Star,Somalia,23,Aquarius,January,26,1999,30469,,
255,Ro,Sereinne,Instagram Star,Argentina,23,Sagittarius,November,28,1998,208537,,
256,Ro,Remedios,TikTok Star,United States,39,Scorpio,October,31,1982,190588,,
257,Ro,Ransom,Rapper,Harlem,29,Capricorn,January,7,1993,71095,,
258,Ro,Panuganti,Guitarist,Canada,28,Scorpio,November,9,1993,163983,,
259,ro,lozano,Soccer Player,Mexico,30,Leo,July,30,1991,113697,,
260,Ro,Khanna,Politician, Pennsylvania ,45,Virgo,September,13,1976,101084,,
261,Ro,Junghwa,Instagram Star,Bucheon,26,Sagittarius,December,12,1995,165377,,
262,Ro,James,Rapper,Germany,29,Scorpio,November,19,1992,41020,,
263,Rn_irfan76,Rn_irfan76,TikTok Star,India,27,Aries,April,7,1995,130297,,
264,rmyskb,rmyskb,TikTok Star,Cairo,22,Sagittarius,November,27,1999,160304,,
265,RMGamers,RMGamers,YouTube Star,Nepal,20,Scorpio,November,5,2001,54630,,
266,RMC,Mike,Rapper,Flint,,Aquarius,February,14,,24415,,
267,Rl,Grime,Music Producer,Los Angeles,31,Aquarius,February,8,1991,51017,,
268,RL,Bell,R&B Singer,Baytown,56,Sagittarius,November,26,1965,99324,,
269,Rkomi,Rkomi,Rapper,Milan,28,Aries,April,19,1994,68939,,
270,RK,Play,YouTube Star,Brazil,28,Pisces,March,18,1994,169233,,
271,Rk,Narayan,Novelist,India,,Libra,October,10,1906,135995,May 13,
272,RK,Bagatsing,Movie Actor,Philippines,34,Taurus,May,9,1988,64889,,
273,RK,RK,Reggaeton Singer,Colombia,26,Pisces,February,19,1996,34914,,
274,RJ,Wright,TikTok Star,United States,22,Scorpio,November,3,1999,52215,,
275,RJ,Word,R&B Singer,Los Angeles,24,Cancer,July,3,1997,96411,,
276,RJ,Williams,Entrepreneur,Los Angeles,43,Cancer,July,19,1978,106551,,
277,RJ,Williams,Instagram Star,United States,24,Leo,August,22,1997,127302,,
278,RJ,Walker,TikTok Star,San Diego,24,Libra,October,2,1997,113782,,
279,RJ,Umberger,Hockey Player,Pittsburgh,40,Taurus,May,3,1982,167071,,
280,RJ,Tolson,Non-Fiction Author, Virginia ,29,Taurus,May,15,1993,198097,,
281,RJ,Ramos,Vine Star,Philippines,25,Aquarius,January,26,1997,144716,,
282,RJ,Raghvi,YouTube Star,India,25,Pisces,February,26,1997,207184,,
283,RJ,Powell,TikTok Star,Memphis,22,Scorpio,October,27,1999,46673,,
284,RJ,Padilla,Movie Actor,Philippines,33,Aquarius,January,22,1989,137817,,
285,RJ,Molinere,Reality Star, Louisiana ,60,Virgo,September,21,1961,107438,,
286,RJ,Mitte,TV Actor,Jackson,29,Leo,August,21,1992,19704,,
287,RJ,Mitchell,Engineer,England,,Taurus,May,20,1895,150872,Jun 11,
288,RJ,Lamont,DJ,Detroit,32,Aquarius,February,8,1990,168722,,
289,RJ,King,Model,St. Louis,30,Capricorn,January,4,1992,53993,,
290,RJ,T&C,YouTube Star,United States,24,Leo,August,9,1997,166753,,
291,Rj,Kartik,Radio Host,India,31,Capricorn,December,22,1990,196142,,
292,RJ,Johnson,TikTok Star,United States,39,Pisces,March,15,1983,139905,,
293,Rj,Idos,YouTube Star,United States,25,Aquarius,January,21,1997,173350,,
294,RJ,Hunter,Basketball Player, OH ,28,Scorpio,October,24,1993,89430,,
295,RJ,Heena,Radio Host,India,31,Aquarius,February,12,1991,222877,,
296,RJ,Hampton,Basketball Player, Texas ,21,Aquarius,February,7,2001,15310,,
297,RJ,Glynn,TikTok Star,Vallejo,18,Aquarius,February,7,2004,59936,,
298,RJ,Cyler,Movie Actor,United States,27,Aries,March,21,1995,22066,,
299,RJ,Cutler,Film Producer, New York ,60,Libra,September,28,1961,181499,,
300,RJ,Collins,Pop Singer,United States,23,Leo,August,3,1998,145328,,
301,RJ,Chumbley,TikTok Star,San Diego,23,Taurus,May,16,1999,83074,,
302,RJ,Brown,TV Actor,United States,32,Libra,October,16,1989,63646,,
303,RJ,Beaubrun,TikTok Star,Atlanta,21,Sagittarius,November,22,2000,129334,,
304,RJ,Balaji,Radio Host,Chennai,36,Gemini,June,20,1985,150579,,
305,RJ,Allen,Soccer Player,Old Bridge,32,Aries,April,17,1990,153942,,
306,RJ,Agustin,TV Actor,Philippines,28,Sagittarius,November,22,1993,221307,,
307,RJ,Aguiar,YouTube Star, Florida ,33,Scorpio,November,17,1988,43042,,
308,Rizzy,Rizzy,Rapper,United States,31,Leo,July,26,1990,98149,,
309,Rizzy,Black,Music Producer, Maryland ,21,Taurus,May,8,2001,33375,,
310,Rizzo,TV,eSports Player,United States,24,Gemini,May,26,1997,18827,,
311,Rizzih,Rizzih,YouTube Star,Sao Paulo,30,Taurus,May,4,1992,155021,,
312,Rizza,Diaz,Journalist,Manila,31,Capricorn,December,30,1990,180951,,
313,Rizza,Cabrera,Pop Singer,Cebu,30,Taurus,May,3,1992,191129,,
314,RIZXTAR,RIZXTAR,TikTok Star,Mumbai,24,Leo,August,21,1997,59150,,
315,Rizwana,Nawrin,Makeup Artist,England,33,Virgo,September,17,1988,197207,,
316,Rizwan,Sajan,Business Executive,India,58,Capricorn,December,28,1963,216625,,
317,Rizwan,Manji,TV Actor,Toronto,47,Libra,October,17,1974,83080,,
318,Rizwan,Bachav,Instagram Star,India,39,Taurus,April,21,1983,183673,,
319,Rizqie,Zaidani,Instagram Star,Malaysia,10,Libra,September,26,2011,205671,,
320,Rizna,Nyctagina,TV Actress,Jakarta,37,Scorpio,November,3,1984,159903,,
321,Rizky,Nazar,TV Actor,Indonesia,26,Pisces,March,7,1996,80642,,
322,Rizky,Kinos,TV Show Host,Bandung,36,Scorpio,October,23,1985,205427,,
323,Rizky,Febian,World Music Singer,Indonesia,24,Pisces,February,25,1998,47006,,
324,Rizky,Alatas,TV Actor,Jakarta,30,Leo,July,27,1991,193447,,
325,Rizki,Pradipta,Badminton Player,Surakarta,31,Virgo,September,1,1990,218435,,
326,Rizha,Rizha,Pop Singer,Argentina,22,Leo,July,26,1999,35686,,
327,Rizal,Effendi,Politician,Indonesia,63,Virgo,August,27,1958,214748,,
328,Riza,Syah,TV Actor,Indonesia,27,Gemini,June,6,1994,148293,,
329,Riza,Santos,Pageant Contestant,Canada,35,Virgo,August,31,1986,159867,,
330,Riza,Muhammad,Instagram Star,Indonesia,33,Leo,August,18,1988,215968,,
331,Riza,Kocaoglu,Movie Actor,Izmir,43,Pisces,March,19,1979,142117,,
