,first_name,last_name,proffession,Birthplace,Age,Birth Sign,month,day,year,popularity_rate,DEATH DATE,DISAPPEARED DATE
40,Zwelinzima,Vavi,Politician,South Africa,59,Sagittarius,December,20,1962,210644,,
41,Zweback,Zweback,YouTube Star,Zurich,37,Pisces,February,20,1985,18803,,
42,Zwariowani,Zwariowani,YouTube Star,Poland,25,Aquarius,February,2,1997,172034,,
43,Zwanetta,Meyer,Instagram Star,Netherlands,25,Sagittarius,November,23,1996,176286,,
44,Zwai,Bala,Pop Singer,South Africa,46,Aquarius,February,15,1976,198619,,
45,Blake,Fitzmier,TikTok Star,United States,23,Aries,April,13,1999,11820,,
46,Zvonimir,Rogoz,Movie Actor,Zagreb,,Libra,October,10,1887,77976,Feb 6,
47,Zuzu,Holland,Family Member,United States,,,,,2001,55568,,
48,Zuzka,Light,Blogger,Prague,40,Taurus,April,29,1982,90920,,
49,Zuzia,Kaszuba,TV Actress,Poland,16,Pisces,February,22,2006,68663,,
50,Zuzanna,Szadkowski,TV Actress,Warsaw,43,Libra,October,22,1978,35177,,
51,Zuzanna,Borucka,YouTube Star,Poland,26,Pisces,February,23,1996,52146,,
52,Zuzanna,Bijoch,Model,Poland,27,Gemini,June,20,1994,102679,,
53,Zuzana,Gregorová,Model,Slovakia,32,Leo,August,14,1989,64218,,
54,Zuza,Kolodziejczyk,Model,Poland,28,Leo,August,2,1993,123779,,
55,zuukuo,zuukuo,TikTok Star,Canada,15,Sagittarius,November,22,2006,86552,,
56,Zutti,Mattia,TikTok Star,Japan,23,Scorpio,November,18,1998,77221,,
57,Zuthar13,Zuthar13,YouTube Star,United States,26,Libra,October,13,1995,78245,,
58,Zuse,Zuse,Rapper,Kingston,31,Aquarius,February,6,1991,62233,,
59,Zury,Shasho,TV Actor,Mexico,17,Capricorn,January,16,2005,87357,,
60,Zurlon,Jr.,Football Player,Detroit,,Taurus,April,27,1990,207402,Jun 28,
61,Zuria,Vega,TV Actress,Mexico City,33,Capricorn,January,10,1989,22450,,
62,Zuri,Tibby,Model, Florida ,26,Virgo,September,1,1995,58673,,
63,Zuri,Sasson,TV Actor,Mexico,21,Aries,April,18,2001,169359,,
64,Zuri,McDaniels,Family Member,United States,48,Aquarius,January,25,1974,191964,,
65,Zuri,Marley,Pop Singer,Kingston,24,Scorpio,October,27,1997,54536,,
66,Zuri,Latrice,Model,Cleveland,33,Sagittarius,November,23,1988,134282,,
67,Zuri,Hall,TV Show Host,Toledo,33,Gemini,June,2,1988,30002,,
68,Zuri,Copeland,,Miami,8,Gemini,June,5,2013,67821,,
69,Zuri,Adele,TV Actress,United States,32,Aries,April,10,1990,73600,,
70,Zurab,Tsereteli,Sculptor,Georgia (country),88,Capricorn,January,4,1934,100048,,
71,Zupku,Zupku,TikTok Star,Dover,17,Capricorn,January,4,2005,18880,,
72,Zuo,Xiao,Instagram Star,China,32,Aries,April,9,1990,192519,,
73,Zuny,Zuny,Pop Singer,South Korea,27,Sagittarius,December,8,1994,111405,,
74,Zunekuro,Zunekuro,Instagram Star,Spain,24,Aquarius,January,24,1998,73681,,
75,Zunaiir,Zunaiir,TikTok Star,Fort Worth,20,Scorpio,October,31,2001,50471,,
76,Zunai,Guardiola,Family Member,United States,23,Virgo,September,7,1998,157479,,
77,Zuna,Zuna,Rapper,Baalbek,28,Cancer,July,3,1993,41431,,
78,Zumrabihteracar,Zumrabihteracar,Illustrator,Germany,21,Leo,August,19,2000,182160,,
79,Zuma,Rossdale,Family Member, California ,13,Leo,August,21,2008,44866,,
80,Zuly,Zuly,YouTube Star,Mexico,22,Aquarius,January,26,2000,63711,,
81,Zuly,Ramos,Reality Star, Florida ,37,Leo,August,7,1984,29787,,
82,zulushi,zulushi,TikTok Star,United States,20,Virgo,August,27,2001,110524,,
83,Zulu,Mkhathini,Rapper,South Africa,31,Gemini,June,14,1990,156589,,
84,Zulma,Rey,TV Actress,Bogota,34,Aquarius,January,30,1988,219605,,
85,Zully,M.,Journalist,El Salvador,35,Libra,September,30,1986,113073,,
86,Zully,Guillén,Dancer,Guayaquil,37,Scorpio,November,4,1984,111586,,
87,Zulkifli,Al-Bakri,Politician,Malaysia,53,Capricorn,January,16,1969,210164,,
88,Zulfiqar,Chaudhry,Rapper,Germany,42,Cancer,July,15,1979,58376,,
89,Zulfiqar,Babar,Cricket Player,Pakistan,43,Sagittarius,December,10,1978,194525,,
90,Zulfikar,Bhutto,World Leader,India,,Capricorn,January,5,1928,57810,Apr 4,
91,Zulfi,Syed,Model,Bengaluru,45,Virgo,August,26,1976,216562,,
92,Zulfahmi,Khairuddin,Motorcycle Racer,Malaysia,30,Libra,October,20,1991,195804,,
93,Zuleyka,Rivera,TV Actress,Cayey,34,Libra,October,3,1987,33331,,
94,Zuleyka,Barreiro,Gospel Singer, Puerto Rico ,34,Taurus,May,1,1988,112105,,
95,Zulema,Portillo,TikTok Star,Spain,22,Aries,March,22,2000,91333,,
96,Zuleikha,Robinson,TV Actress,England,44,Cancer,June,29,1977,125117,,
97,Zuleika,Bronson,Family Member,United States,49,Leo,August,18,1972,174167,,
98,Zuleidy,Aguilar,Model,Colombia,29,Leo,August,9,1992,88845,,
99,Zulay,Henao,TV Actress,Medellin,43,Aries,March,22,1979,36977,,
100,Zul,Huzaimy,Movie Actor,Malaysia,43,Sagittarius,December,12,1978,204047,,
101,Zul,Ariffin,Model,Malaysia,35,Scorpio,October,24,1986,57895,,
102,Zukreat,Nazar,YouTube Star,England,41,Libra,September,28,1980,77177,,
103,Zuko,Dzumhur,Cartoonist,Bosnia And Herzegovina,,Libra,September,24,1920,71925,Nov 27,
104,Zukhanyé,Ncapayi,YouTube Star,South Africa,27,Libra,October,7,1994,207166,,
105,Zuhn,Zuhn,YouTube Star,United States,19,Virgo,September,4,2002,138337,,
106,Zuhal,Topal,TV Actress,Istanbul,45,Libra,September,23,1976,164474,,
107,Zuhal,Olcay,Movie Actress,Istanbul,64,Leo,August,10,1957,169755,,
108,Zuhairi,Idris,YouTube Star,Singapore,33,Scorpio,November,17,1988,138212,,
109,Zuhair,Murad,Fashion Designer,Beirut,50,Cancer,July,15,1971,52584,,
110,Zuhab,Khan,TV Actor,Karachi,21,Taurus,May,4,2001,110873,,
111,Zueljin,Zueljin,YouTube Star,United States,44,Gemini,June,2,1977,102521,,
112,Zudikey,Núñez,Runner,Mexico,35,Pisces,March,14,1987,134043,,
113,Zuckles,Zuckles,YouTube Star,Australia,22,Leo,August,21,1999,5177,,
114,Zuchu,Zuchu,Pop Singer,Tanzania,28,Sagittarius,November,22,1993,66615,,
115,Zucchero,Fornaciari,Blues Singer,Reggio Emilia,66,Libra,September,25,1955,80217,,
116,Zubir,Said,Composer,Indonesia,,Cancer,July,22,1907,168750,Nov 16,
117,Zubin,Thakkar,Music Producer,Canada,33,Sagittarius,November,25,1988,70781,,
118,Zubin,Mehta,Composer,India,86,Taurus,April,29,1936,103294,,
119,Zubin,Damania,Doctor, New Jersey ,49,Taurus,April,23,1973,139060,,
120,Zubeen,Garg,Composer,India,49,Scorpio,November,18,1972,120769,,
121,Zubby,Micheal,Movie Actor,Nigeria,37,Aquarius,February,1,1985,168949,,
122,ZubatLEL,ZubatLEL,YouTube Star,Canada,26,Capricorn,December,27,1995,162510,,
123,Zubair,Sarookh,Facebook Star,United Arab Emirates,26,Virgo,September,13,1995,8766,,
124,Zubair,Khan,YouTube Star,Pakistan,21,Leo,August,5,2000,100521,,
125,Zubair,Ali,TikTok Star,United States,20,Sagittarius,December,10,2001,53534,,
126,Zubaida,Tharwat,Movie Actress,Alexandria,,Gemini,June,15,1940,64024,Dec 13,
127,Zubab,Rana,TV Actress,Karachi,33,Gemini,June,3,1988,151530,,
128,Ztrolowany,Ztrolowany,YouTube Star,Poland,22,Scorpio,October,24,1999,153513,,
129,Zsolt,Erdei,Boxer,Hungary,47,Gemini,May,31,1974,133439,,
130,Zsofia,Szabo,TV Show Host,Hungary,33,Virgo,September,22,1988,162947,,
131,Zsofia,Olah,Instagram Star,Hungary,29,Capricorn,December,27,1992,177712,,
132,ZshowZ,Rashid,YouTube Star,Saudi Arabia,23,Cancer,July,4,1998,25756,,
133,Zsa,Padilla,World Music Singer,Manila,57,Gemini,May,28,1964,48618,,
134,zSarayu,zSarayu,TikTok Star,United States,28,Virgo,September,17,1993,215128,,
135,Zsalynn,Whitworth,Reality Star,United States,52,Cancer,June,28,1969,187071,,
136,Zsa,Gabor,Movie Actress,Budapest,,Aquarius,February,6,1917,15362,Dec 18,
137,Zsa,Burkle,TV Actress,Germany,26,Leo,August,20,1995,93599,,
138,ZRKGlitcher,ZRKGlitcher,YouTube Star,France,25,Cancer,July,1,1996,136718,,
139,Zrinka,Domic,Movie Actress,Calgary,49,Pisces,February,28,1973,168855,,
140,Zrinka,Cvitesic,Movie Actress,Karlovac,42,Cancer,July,18,1979,94514,,
141,Shootzki,Shootzki,YouTube Star,United States,26,Gemini,June,10,1995,41477,,
142,zphase1,zphase1,TikTok Star,Anaheim,20,Aries,March,27,2002,72970,,
143,Zozo,Kempf,YouTube Star,Hungary,25,Scorpio,November,15,1996,80788,,
144,Zozibini,Tunzi,Pageant Contestant,South Africa,28,Virgo,September,18,1993,44874,,
145,ZOYA,ZOYA,DJ,Bulgaria,36,Capricorn,December,31,1985,90656,,
146,Zoya,Sakr,Entrepreneur,Lebanon,45,Pisces,March,17,1977,128157,,
147,Zoya,Nasir,TV Actress,Pakistan,31,Libra,October,15,1990,59503,,
148,Zoya,Imtiaz,Instagram Star,England,21,Aquarius,February,9,2001,138909,,
149,Zoya,Chatterjee,Instagram Star,India,27,Aquarius,February,13,1995,164593,,
150,Zoya,Berber,TV Actress,Perm,34,Virgo,September,1,1987,150842,,
151,Zoya,Akhtar,Director,Mumbai,49,Libra,October,14,1972,62601,,
152,zourchip,zourchip,YouTube Star,Norway,,,,,,62277,,
153,Zoumana,Camara,Soccer Player,France,43,Aries,April,3,1979,145995,,
154,Zouhair,Feddal,Soccer Player,Morocco,32,Capricorn,December,23,1989,168296,,
155,Zouhair,Bahaoui,World Music Singer,Morocco,28,Sagittarius,November,22,1993,44114,,
156,Zouchii,Zouchii,YouTube Star,Germany,25,Sagittarius,December,5,1996,55341,,
157,Zou,Shiming,Boxer,China,41,Taurus,May,18,1981,195522,,
158,Zou,Kai,Gymnast,China,34,Pisces,February,25,1988,178884,,
159,powdersoft,powdersoft,Digital Artist,Germany,23,Gemini,June,15,1998,148617,,
160,Zosia,Mamet,TV Actress, VT ,34,Aquarius,February,2,1988,42728,,
161,Zosia,Gajewska,Instagram Star,Poland,21,Sagittarius,December,16,2000,119887,,
162,Zosh,Zosh,YouTube Star, Florida ,26,Scorpio,November,8,1995,74019,,
163,Zorrito,Youtubero,YouTube Star,Mexico,27,Taurus,May,17,1995,97856,,
164,Zorka,Hejdova,TV Actress,Prague,31,Cancer,July,2,1990,186461,,
165,Zorica,Dukic,Stylist,Belgrade,36,Sagittarius,December,2,1985,153198,,
166,Zorica,Brunclik,Folk Singer,Belgrade,66,Cancer,June,29,1955,70020,,
167,Zoriah,Wong,TV Actress,Vancouver,15,Cancer,July,2,2006,169555,,
168,Zoren,Legaspi,TV Actor,Manila,50,Aquarius,January,30,1972,78590,,
169,Zorbs,Zorbs,TikTok Star, New Jersey ,20,Aries,April,7,2002,100823,,
170,Zoranna,Jovanovic,YouTube Star,Belgrade,32,Taurus,May,10,1990,22852,,
171,Zoran,Radmilovic,Movie Actor,Yugoslavia,,Taurus,May,11,1933,152829,Jul 21,
172,Zoran,Pajic,Movie Actor,Požarevac,40,Libra,October,7,1981,114474,,
173,Zoran,Music,Painter,Slovenia,,Aquarius,February,12,1909,189111,May 25,
174,Zoran,Milanović,Politician,Zagreb,55,Scorpio,October,30,1966,62152,,
175,Zoran,Korach,TV Actor, Minnesota ,36,Taurus,April,29,1986,11572,,
176,Zoran,Jolevski,Politician,Skopje,62,Cancer,July,16,1959,180070,,
177,Zoran,Dragic,Basketball Player,Ljubljana,32,Cancer,June,22,1989,132053,,
178,Zoran,Becic,Stage Actor,Yugoslavia,,Aries,April,2,1939,206580,Mar 29,
179,Zoran,Baldovaliev,Soccer Player,Macedonia,39,Pisces,March,4,1983,222431,,
180,Zoraida,Gómez,TV Actress,Mexico,36,Gemini,May,31,1985,87912,,
181,Zora,Vidyanata,TV Actress,Indonesia,37,Capricorn,December,31,1984,124576,,
182,Zora,Siying,Instagram Star,China,28,Scorpio,October,24,1993,50410,,
183,Zora,Hurston,Novelist, AL ,,Capricorn,January,7,1891,32465,Jan 28,
184,Zora,Gittens,TikTok Star, New York ,22,Taurus,May,3,2000,198125,,
185,Zophie,Vapes,YouTube Star,United States,39,Virgo,August,23,1982,110980,,
186,Zoot,Sims,Saxophonist,Inglewood,,Scorpio,October,29,1925,136836,Mar 23,
187,zoootedkenzie,zoootedkenzie,TikTok Star,Canada,21,Leo,August,16,2000,188537,,
188,Zookdook,Zookdook,Twitch Star,Canada,24,Pisces,March,8,1998,121304,,
189,Zooey,Miyoshi,Model,Japan,10,Aries,March,25,2012,38013,,
190,Zooey,Deschanel,TV Actress,Los Angeles,42,Capricorn,January,17,1980,3181,,
191,Zonyk,HD,YouTube Star,Mexico,22,Cancer,July,15,1999,213608,,
192,Zony,Zony,YouTube Star,Taipei,14,Taurus,May,7,2008,61801,,
193,Zonnique,Pullins,R&B Singer, Georgia ,26,Pisces,March,20,1996,3692,,
194,Zonic,Zonic,TikTok Star,United States,19,Cancer,July,16,2002,173527,,
195,Zonia,Mejia,Reality Star,Philippines,20,Virgo,August,26,2001,99908,,
196,Zong,Zijie,TV Actor,Singapore,28,Pisces,February,20,1994,35064,,
197,ZoneVD,ZoneVD,YouTube Star,Finland,29,Aries,April,4,1993,58503,,
198,ZONEofTECH,ZONEofTECH,YouTube Star,Romania,28,Leo,August,19,1993,65893,,
199,Zone2,Zone2,Rapper,England,26,Capricorn,December,28,1995,78399,,
200,Zonder,Kennedy,Guitarist, New Jersey ,66,Virgo,September,2,1955,219351,,
201,Zona,Lag,YouTube Star,Brazil,25,Cancer,July,19,1996,205466,,
202,Zona,Kingdom,YouTube Star,Mexico,28,Scorpio,November,7,1993,126477,,
203,Zona,Gale,Novelist,Portage,,Virgo,August,26,1874,138529,Dec 27,
204,zon_kis,zon_kis,Makeup Artist,South Korea,26,Scorpio,November,4,1995,120170,,
205,zombyfie,zombyfie,TikTok Star,Lima,18,Libra,October,7,2003,13426,,
206,Zombiemold,Zombiemold,YouTube Star, California ,,Taurus,May,4,1988,78035,Dec 25,
207,zombieart,zombieart,Model,Russia,25,Capricorn,December,31,1996,66852,,
208,Zombie,Juice,Rapper,Brooklyn,31,Cancer,July,8,1990,29428,,
209,Zombie,Cleo,YouTube Star,England,41,Taurus,May,16,1981,15692,,
210,Zombey,Zombey,YouTube Star,Munich,29,Libra,October,12,1992,37974,,
211,Zombeanie,Zombeanie,YouTube Star,United States,21,Sagittarius,November,28,2000,176049,,
212,zombae.undead,zombae.undead,Makeup Artist, New Hampshire ,27,Libra,October,17,1994,75581,,
213,Zoltan,Stieber,Soccer Player,Hungary,33,Libra,October,16,1988,209223,,
214,Zoltan,Ribli,Chess Player,Hungary,70,Virgo,September,6,1951,203002,,
215,Zoltan,Kemeny,Sculptor,Romania,,Aries,March,21,1907,220501,Jun 14,
216,Zoltan,Gera,Soccer Player,Pecs,43,Taurus,April,22,1979,156244,,
217,Zoltan,Bathory,Guitarist,Hungary,44,Taurus,May,15,1978,51896,,
218,Zolks,Zolks,YouTube Star, Connecticut ,17,Leo,August,16,2004,26992,,
219,Zolita,Zolita,Pop Singer, California ,27,Libra,September,23,1994,6822,,
220,Zoli,Berencsi,TikTok Star,United States,46,Aries,April,12,1976,143174,,
221,Zoleka,Mandela,Activist,South Africa,42,Aries,April,9,1980,188123,,
222,Zoleka,IQuoteDeadMemes,TikTok Star,United States,21,Gemini,June,11,2000,128695,,
223,Zolee,Griggs,YouTube Star,Los Angeles,24,Leo,July,30,1997,38084,,
224,Zolani,Tete,Boxer,South Africa,34,Pisces,March,8,1988,172198,,
225,Zola,Zola,World Music Singer,South Africa,45,Taurus,April,24,1977,127227,,
226,Zola,Zola,Rapper,France,22,Scorpio,November,16,1999,48730,,
227,Zola,Nombona,TV Actress,South Africa,30,Pisces,March,10,1992,165566,,
228,Zola,Matumona,Soccer Player,Kinshasa,40,Sagittarius,November,26,1981,118252,,
229,Zola,Budd,Runner,South Africa,55,Gemini,May,26,1966,129310,,
230,zol_west,zol_west,TikTok Star,France,24,Aquarius,January,28,1998,112430,,
231,Zokolov,Zokolov,YouTube Star,Finland,28,Pisces,March,18,1994,191879,,
232,Zoja,Trofimiuk,Sculptor,Czech Republic,70,Aquarius,February,17,1952,125686,,
233,Zoila,Gurgel,MMA Fighter, Ohio ,38,Sagittarius,December,10,1983,185113,,
234,Zoila,Chavez,Reality Star,Managua,71,Virgo,August,25,1950,149857,,
235,Zoila,Ceballos,Pageant Contestant,Santo Domingo,36,Cancer,June,26,1985,157368,,
236,Zoiezag,Zoiezag,TikTok Star,Atlanta,20,Scorpio,November,9,2001,153128,,
237,Zoie,Palmer,TV Actress,England,44,Scorpio,October,28,1977,25210,,
238,Zoie,Herpin,Family Member,United States,14,Aries,April,12,2008,24637,,
239,Zoie,Campbell,Instagram Star,United States,26,Leo,August,11,1995,35151,,
240,Zoie,Burgher,Twitch Star,United States,26,Sagittarius,November,29,1995,8141,,
241,Zoi,Sadowski-Synnott,Snowboarder,Sydney,21,Pisces,March,6,2001,117441,,
242,Zoi,Mantzakanis,Model,Sweden,28,Capricorn,January,4,1994,108592,,
243,Zoi,Lerma,TikTok Star, California ,20,Libra,October,3,2001,1326,,
244,Zoi,Kotzia,Instagram Star,Greece,30,Aquarius,January,25,1992,197715,,
245,Zoi,Konstantopoulou,Politician,Athens,45,Sagittarius,December,8,1976,155642,,
246,Zoe,Fish,Movie Actress,Canada,10,Leo,July,31,2011,2697,,
247,Zoïa,Mossour,Instagram Star,France,21,Aquarius,February,10,2001,80604,,
248,Zohra,Sehgal,Movie Actress,India,,Taurus,April,27,1912,81606,Jul 10,
249,Zohib,Amiri,Soccer Player,Afghanistan,35,Taurus,May,2,1987,168451,,
250,Zohar,Zemiro,Runner,Ethiopia,45,Capricorn,January,1,1977,55615,,
251,Zofia,Zborowska,TV Actress,Warsaw,35,Taurus,May,15,1987,41957,,
252,Zofia,Slotala,Stylist,Poland,32,Gemini,June,16,1989,68578,,
253,Zoey,Zuko,Rapper,Atlanta,28,Cancer,June,21,1993,68709,,
254,Zoey,Wright,Bodybuilder,England,29,Leo,July,26,1992,118823,,
255,Zoey,Uso,TikTok Star, Georgia ,20,Leo,August,22,2001,82207,,
256,Zoey,Pug,Dog,United States,4,Pisces,March,11,2018,158726,,
257,Zoey,Taylor,TikTok Star,Tampa,26,Aquarius,February,11,1996,84009,,
258,Zoey,Stark,Wrestler, Utah ,28,Aquarius,January,27,1994,151424,,
259,Zoey,Siewert,Movie Actress,Canada,15,Aquarius,February,8,2007,82691,,
260,Zoey,Seidel,TikTok Star,United States,19,Gemini,June,9,2002,104517,,
261,Zoey,Robertson,Instagram Star,Houston,10,Virgo,September,22,2011,17678,,
262,Zoey,Rahman,TV Actor,Malaysia,37,Capricorn,January,3,1985,154790,,
263,Zoey,Proasheck,YouTube Star,England,29,Cancer,July,13,1992,43792,,
264,Zoey,Poulsen,YouTube Star,Vancouver,30,Sagittarius,December,11,1991,107924,,
265,Zoey,Monroe,Movie Actress,Detroit,29,Gemini,June,11,1992,170865,,
266,Zoey,Dougherty,TikTok Star, New York ,10,Aries,April,10,2012,13909,,
267,Zoey,Lynn,Instagram Star,United States,6,Libra,October,13,2015,100440,,
268,Zoey,Luna,Movie Actress,Lynwood,20,Leo,July,23,2001,119992,,
269,Zoey,Lily,Gospel Singer,Brazil,39,Pisces,March,14,1983,37341,,
270,Zoey,Lee,Model,Springfield,28,Scorpio,November,19,1993,26291,,
271,Zoey,Klein,Reality Star,India,10,Virgo,September,22,2011,25654,,
272,Zoey,Ivory,Model,Almere,28,Cancer,July,5,1993,167514,,
273,Zoey,Grossman,Photographer,United States,37,Gemini,June,14,1984,121053,,
274,Zoey,Frank,Painter,Boulder,35,Pisces,March,3,1987,184064,,
275,Zoey,Dollaz,Rapper,Miami,31,Libra,October,12,1990,55179,,
276,Zoey,Diaz,TV Actress, California ,17,Aquarius,January,21,2005,44574,,
277,Zoey,Deutch,Movie Actress,Los Angeles,27,Scorpio,November,10,1994,3341,,
278,Zoey,D’Antonio,Bodybuilder,United States,22,Gemini,May,23,1999,108753,,
279,Zoey,Ball,Family Member,Chino Hills,3,Cancer,July,22,2018,132134,,
280,Zoey,Burger,TV Actress,Miami,22,Virgo,September,13,1999,12459,,
281,Zoey,Aune,TikTok Star,United States,23,Capricorn,January,2,1999,17766,,
282,Zoewilhoit,Zoewilhoit,TikTok Star,United States,20,Scorpio,November,15,2001,199904,,
283,zoeunlimited,zoeunlimited,YouTube Star,Nanjing,23,Leo,July,31,1998,33809,,
284,ZoeTwoDots,ZoeTwoDots,YouTube Star,Australia,29,Aries,April,3,1993,50021,,
285,Zoet,Niebla,Instagram Star,Mexico,19,Scorpio,November,7,2002,218080,,
286,Zoephia,Zoephia,TV Actress,United States,17,Taurus,April,30,2005,126472,,
287,ZoeNotZoey,ZoeNotZoey,YouTube Star,China,25,Cancer,July,20,1996,33593,,
288,Zoelle,Carr,Family Member,United States,5,Scorpio,November,4,2016,22471,,
289,Zoe,Sugg,YouTube Star,England,32,Aries,March,28,1990,286,,
290,Zoegrogers,Zoegrogers,TikTok Star,United States,20,Leo,July,27,2001,212788,,
291,Zoe,Young,Instagram Star,United States,23,Gemini,June,11,1998,136690,,
292,Zoe,Wilson,YouTube Star,Australia,25,Cancer,July,10,1996,76636,,
293,Zoe,White,Cinematographer,Sydney,39,Leo,July,23,1982,139690,,
294,Zoe,Wenham,Race Car Driver,England,28,Taurus,May,7,1994,192165,,
295,Zoe,Weizenbaum,Movie Actress, Washington ,30,Virgo,September,21,1991,179510,,
296,Zoe,Wees,Pop Singer,Hamburg,20,Taurus,May,13,2002,12039,,
297,Zoe,Wanamaker,Movie Actress,New York City,73,Taurus,May,13,1949,35976,,
298,Zoe,Viccaji,World Music Singer,Pakistan,38,Scorpio,October,25,1983,176030,,
299,Zoe,Ventoura,TV Actress,Perth,40,Leo,August,20,1981,61422,,
300,Zoe,Upkins,Soul Singer,Nashville,19,Aquarius,January,23,2003,170987,,
301,Zoe,Tyler,Pop Singer,England,51,Cancer,July,7,1970,136024,,
302,Zoe,Thorne,TV Actress,England,37,Cancer,July,11,1984,197701,,
303,Zoe,Thomson,Guitarist,England,19,Aries,April,4,2003,120630,,
304,Zoe,Cat,Cat,Netherlands,6,Cancer,July,12,2015,201790,,
305,Zoe,Terakes,TV Actor,Sydney,22,Aries,March,22,2000,131577,,
306,Zoe,Taylor,Makeup Artist,London,41,Cancer,July,15,1980,107990,,
307,Zoe,Tay,TV Actress,Singapore,54,Capricorn,January,10,1968,67221,,
308,Zoe,Tauran,Pop Singer,Netherlands,25,Aries,March,30,1997,146107,,
309,Zoe,Tapper,Movie Actress,England,40,Scorpio,October,26,1981,148685,,
310,Zoe,Suen,Instagram Star,China,26,Cancer,July,4,1995,125274,,
311,Zoe,Straub,Pop Singer,Vienna,25,Sagittarius,December,1,1996,120331,,
312,Zoe,Smith,Weight Lifter,England,28,Taurus,April,26,1994,64346,,
313,Zoe,Si,Illustrator,Vancouver,31,Leo,July,31,1990,160802,,
314,Zoe,Shuster,Entrepreneur,United States,45,Capricorn,January,8,1977,213353,,
315,Zoe,Sennett,TikTok Star,United States,20,Libra,October,16,2001,77473,,
316,Zoe,Seliktar,TikTok Star,United States,18,Gemini,June,16,2003,9794,,
317,Zoe,Salmon,TV Show Host,Northern Ireland,42,Capricorn,January,7,1980,39040,,
318,Zoe,Saldana,Movie Actress,Passaic,43,Gemini,June,19,1978,2623,,
