,first_name,last_name,proffession,Birthplace,Age,Birth Sign,month,day,year,popularity_rate,DEATH DATE,DISAPPEARED DATE
102,Dragana,Mihajloviic,Instagram Star,Serbia,22,Gemini,May,26,1999,214621,,
103,Dragana,Micalovic,TV Actress,Serbia,31,Pisces,March,3,1991,105243,,
104,Dragana,Kovacevic,Cyclist,Serbia,40,Capricorn,December,26,1981,152617,,
105,Dragan,Jovanovic,TV Actor,Belgrade,56,Libra,October,4,1965,126398,,
106,Dragan,Bjelogrlic,TV Actor,Serbia,58,Libra,October,10,1963,169827,,
107,Dragan,Bender,Basketball Player,Capljina,24,Scorpio,November,17,1997,55011,,
108,Draga,Matkovic,Pianist,Croatia,,Scorpio,November,4,1907,200794,Jul 29,
109,Drag-On,Drag-On,Rapper,The Bronx,42,Capricorn,January,4,1980,152688,,
110,Draegast,Draegast,YouTube Star,Canada,32,Gemini,June,2,1989,32091,,
111,dracuina,dracuina,TikTok Star,United States,21,Scorpio,October,24,2000,102750,,
112,Dracovii,Dracovii,Rapper,Daytona Beach,25,Aries,April,12,1997,57927,,
113,DraconiteDragon,DraconiteDragon,YouTube Star,Canada,24,Taurus,May,12,1998,869,,
114,Draco,Verta,Family Member,Los Angeles,11,Virgo,September,7,2010,97870,,
115,Draco,dobie,Dog,United States,2,Leo,August,20,2019,212350,,
116,Draco,Rosa,World Music Singer,Long Island,52,Cancer,June,27,1969,37789,,
117,Draco,Dez,TikTok Star,Toronto,18,Capricorn,December,27,2003,7935,,
118,Drac,Makens,YouTube Star, Texas ,30,Gemini,June,3,1991,95525,,
119,DraaxLP,DraaxLP,YouTube Star,St. Louis,31,Libra,October,15,1990,152699,,
120,Draason,Draason,TikTok Star,Canada,30,Virgo,August,30,1991,213294,,
121,Denise,Carvalho,Doctor,Brazil,47,Pisces,March,6,1975,211013,,
122,dr3ppyyy,dr3ppyyy,TikTok Star,Miami,22,Aquarius,January,30,2000,110624,,
123,Robert,Rey,Doctor,Sao Paulo,60,Libra,October,1,1961,144408,,
124,Jim,Kim,Politician,South Korea,62,Sagittarius,December,8,1959,154035,,
125,Dr.,Demento,Comedian,Minneapolis,81,Aries,April,2,1941,158444,,
126,Dr.,Wagner,Wrestler,Mexico,,Aries,April,13,1936,139020,Sep 12,
127,Dr.,Know,Guitarist,"Washington, DC",63,Virgo,September,15,1958,181856,,
128,Dr,John,Jazz Singer,New Orleans,,Scorpio,November,21,1940,64962,Jun 6,
129,Dr.,Heavenly,Doctor, Florida ,51,Scorpio,November,17,1970,12616,,
130,Dr,Zeus,World Music Singer,England,46,Pisces,March,20,1976,26032,,
131,Dr.Wily,Dr.Wily,YouTube Star,Netherlands,23,Gemini,June,17,1998,87406,,
132,Benjamin,Spock,Novelist,New Haven,,Taurus,May,2,1903,150440,Mar 15,
133,Dr,SID,Pop Singer,Lagos,42,Taurus,May,1,1980,46682,,
134,Dr.,Seuss,Children's Author,Springfield,,Pisces,March,2,1904,1536,Sep 24,
135,Dr.,Pol,Veterinarian,Netherlands,79,Virgo,September,4,1942,10188,,
136,Dr,Pineapplez,YouTube Star, South Carolina ,24,Scorpio,October,31,1997,37900,,
137,Dr.,Phil,TV Show Host, OK ,71,Virgo,September,1,1950,1163,,
138,Dr,Miami,Snapchat Star,New York City,50,Aries,April,16,1972,10367,,
139,Dr,Karl,TikTok Star,Australia,74,Pisces,March,20,1948,61795,,
140,Dr,Brothers,Doctor,Brooklyn,,Libra,October,20,1927,86957,May 13,
141,Dr,Igo,Twitch Star,Argentina,24,Pisces,March,17,1998,150241,,
142,Dr.,Pinsky,TV Show Host,Pasadena,63,Virgo,September,4,1958,30587,,
143,Dr.,Dre,Rapper,Compton,57,Aquarius,February,18,1965,1050,,
144,Dr,Smolich,TikTok Star,Seattle,30,Cancer,July,1,1991,67573,,
145,Dr.,Naik,Religious Leader,Mumbai,56,Libra,October,18,1965,99870,,
146,dr.,lien-teh,Doctor,Penang,,Pisces,March,10,1879,222604,Jan 21,
147,Dr.,Kerby,Doctor,Florence,49,Capricorn,January,2,1973,92639,,
148,Dr.,Patel,TikTok Star,Austin,45,Leo,August,2,1976,161572,,
149,Dr.,Joorabchi,Doctor, Florida ,39,Gemini,June,16,1982,199933,,
150,Dr.,Ryan,TikTok Star,United States,,Taurus,May,11,,16305,,
151,Dr.,Nozman,YouTube Star,France,35,Capricorn,January,2,1987,144140,,
152,Dr.,Najeeb,Doctor,Pakistan,57,Sagittarius,December,10,1964,135352,,
153,Dr.,Vand,Doctor,United States,37,Pisces,March,10,1985,70007,,
154,Dr.,Padilla,TikTok Star,Mexico,26,Scorpio,November,6,1995,113973,,
155,Dr.,VanDerschelden,TikTok Star,Huntington Beach,35,Gemini,June,2,1986,33270,,
156,Dr.,Schulman,Doctor,United States,48,Sagittarius,December,3,1973,195501,,
157,Dr.,Malinga,Music Producer,South Africa,41,Cancer,July,7,1980,186320,,
158,Dr.,Zubritsky,TikTok Star,United States,34,Pisces,March,14,1988,123721,,
159,Dr.,Cook,Psychologist,Los Angeles,31,Aquarius,February,13,1991,143928,,
160,Dr.,Lamoreaux,TikTok Star,United States,44,Pisces,February,26,1978,154360,,
161,Dr.,Smith,Psychologist,England,38,Pisces,March,7,1984,93201,,
162,Dr.,Feldman,Teacher, TN ,75,Pisces,March,15,1947,43547,,
163,Dr.,Glaucomflecken,TikTok Star,Brazil,35,Libra,October,3,1986,114716,,
164,Dr.,Fresch,DJ, California ,31,Scorpio,October,30,1990,134628,,
165,Dr.,Pinto,Doctor,Sao Paulo,48,Aquarius,January,20,1974,140709,,
166,Dr.,Crudo,Doctor,Peru,33,Cancer,July,2,1988,171474,,
167,Dr.,Komarovskiy,Instagram Star,Kharkiv,61,Libra,October,15,1960,221121,,
168,Dr.,Disrespect,Twitch Star,United States,40,Pisces,March,10,1982,4110,,
169,Dr.,Dastardly,TikTok Star,Melbourne,43,Virgo,August,25,1978,193245,,
170,Dr.,MD,Doctor,Mexico,28,Cancer,June,22,1993,72984,,
171,Dr.,Cracks,TikTok Star,United States,27,Taurus,May,8,1995,38291,,
172,Dr.,Tracy,TikTok Star,United States,31,Leo,August,12,1990,194206,,
173,Dr.,Leaf,Doctor,Harare,58,Libra,October,13,1963,159280,,
174,Dr.,DC,Doctor,United States,31,Aries,April,2,1991,169767,,
175,Dr.,Gee,TikTok Star,Malaysia,28,Virgo,September,9,1993,98670,,
176,Dr.,Gupta,Doctor,Delhi,30,Virgo,August,25,1991,135494,,
177,Dr.,Ceci,TikTok Star,Mexico,29,Taurus,April,29,1993,161580,,
178,Dr.,Rodgers,Doctor,United States,44,Sagittarius,December,20,1977,171479,,
179,Dr.,Vanderschelden,TikTok Star,United States,33,Sagittarius,December,19,1988,86586,,
180,D'Qwell,Jackson,Football Player, Florida ,38,Libra,September,26,1983,186946,,
181,DQ4EQuis,DQ4EQuis,Instagram Star,United States,29,Scorpio,November,6,1992,45752,,
182,DPR,REM,Music Producer,United States,30,Pisces,February,21,1992,89492,,
183,DPR,Live,Rapper,South Korea,29,Capricorn,January,1,1993,13046,,
184,DPR,CREAM,Rapper,South Korea,34,Capricorn,January,3,1988,104968,,
185,DP,Beats,Music Producer,Long Island,28,Aquarius,January,29,1994,64792,,
186,Doyum,Doyum,Pop Singer,South Korea,20,Pisces,February,21,2002,110376,,
187,Doyoung,Doyoung,Pop Singer,Gyeonggi,26,Aquarius,February,1,1996,7783,,
188,Doyle,Frankenstein,Guitarist,Lodi,57,Virgo,September,15,1964,41611,,
189,Doyle,Dykes,Guitarist,Jacksonville,67,Gemini,May,23,1954,139074,,
190,Doyle,Brunson,, TX ,88,Leo,August,10,1933,103072,,
191,Doyle,II,Guitarist,Dallas,53,Capricorn,December,24,1968,187188,,
192,downunderjack,downunderjack,Instagram Star,United States,,,,,,111765,,
193,Downtown,Brown,TV Actress,England,62,Virgo,August,27,1959,50763,,
194,Downshift83,Downshift83,YouTube Star,United States,38,Capricorn,December,23,1983,135351,,
195,Down,Kilo,Rapper,Oxnard,37,Capricorn,January,13,1985,130298,,
196,Dow,Finsterwald,Golfer, Georgia ,92,Virgo,September,6,1929,123406,,
197,Dovey,Magnum,Reggae Singer,United States,41,Capricorn,December,28,1980,58304,,
198,Dove,Crawford,YouTube Star,United States,21,Taurus,May,16,2001,47095,,
199,Dove,Cameron,TV Actress,Bainbridge Island,26,Capricorn,January,15,1996,58,,
200,Dov,Tiefenbach,Movie Actor,Canada,40,Sagittarius,December,8,1981,147317,,
201,Dov,Davidoff,Comedian, New Jersey ,48,Virgo,September,22,1973,140923,,
202,Dov,Charney,Entrepreneur,Montreal,53,Aquarius,January,31,1969,53940,,
203,Douzi,Douzi,World Music Singer,Morocco,37,Taurus,May,1,1985,74639,,
204,Douxfairy,Douxfairy,Instagram Star,United States,20,Gemini,June,8,2001,11620,,
205,Douwe,Bob,Folk Singer,Amsterdam,29,Sagittarius,December,12,1992,46008,,
206,Douvina,Douvina,TikTok Star,Cambodia,20,Aries,March,28,2002,177628,,
207,Doutzen,Kroes,Model,Netherlands,37,Aquarius,January,23,1985,10680,,
208,Douron,Becker,TikTok Star,United States,19,Virgo,September,11,2002,82271,,
209,Dounya,Zayer,Instagram Star,United States,22,Cancer,July,20,1999,43522,,
210,Dounya,Fethi,Instagram Star,Morocco,25,Leo,August,16,1996,148369,,
211,douniaelb_,douniaelb_,TikTok Star,France,17,Cancer,July,5,2004,90721,,
212,Dounia,Dounia,R&B Singer,Queens,25,Aries,March,31,1997,136085,,
213,Dounia,Slimani,YouTube Star,Germany,37,Aquarius,February,6,1985,90966,,
214,Dounia,Coesens,TV Actress,France,33,Virgo,September,20,1988,172094,,
215,Dounia,Batma,Pop Singer,Casablanca,31,Aries,April,1,1991,27604,,
216,Dounatsu,Dounatsu,YouTube Star,United States,24,Pisces,March,6,1998,211273,,
217,Doumit,Ghanem,Instagram Star,Lebanon,35,Leo,August,7,1986,161518,,
218,Doukissa,Nomikou,TV Show Host,Greece,35,Scorpio,November,7,1986,107079,,
219,Doujana,Bahadur,TikTok Star,Saudi Arabia,22,Aquarius,January,22,2000,56775,,
220,Dougy,Mandagi,Rock Singer,Indonesia,42,Aquarius,January,20,1980,123462,,
221,Dougray,Scott,TV Actor,Scotland,56,Sagittarius,November,25,1965,80966,,
222,Douglimar,Brenderbach,Instagram Star,Venezuela,31,Aries,March,25,1991,150679,,
223,Douglassola,Douglassola,YouTube Star,Brazil,19,Aquarius,January,25,2003,165997,,
224,Douglass,Watson,TV Actor, Georgia ,,Pisces,February,24,1921,195696,May 1,
225,Douglass,Wallop,Novelist,"Washington, DC",,Pisces,March,8,1920,222145,Apr 1,
226,Douglass,Adair,Non-Fiction Author,United States,,Pisces,March,5,1912,217736,May 2,
227,Douglas,Wreden,YouTube Star,United States,31,Capricorn,January,18,1991,29551,,
228,Douglas,Wilder,Politician,Richmond,91,Capricorn,January,17,1931,74009,,
229,Douglas,Wick,Film Producer,United States,68,Aries,April,7,1954,193293,,
230,Douglas,Wheelock,Astronaut, New York ,62,Taurus,May,5,1960,209151,,
231,Douglas,Spain,Movie Actor, California ,48,Aries,April,15,1974,177833,,
232,Douglas,Smith,TV Actor,Toronto,36,Cancer,June,22,1985,28858,,
233,Douglas,Silva,TV Actor,Rio de Janeiro,33,Libra,September,27,1988,81249,,
234,Douglas,Santos,Soccer Player,João Pessoa,28,Aries,March,22,1994,155288,,
235,Douglas,Sampaio,Dancer,Rio de Janeiro,29,Pisces,February,24,1993,211877,,
236,Douglas,Rogers,Memoirist,Zimbabwe,53,Scorpio,November,11,1968,216018,,
237,Douglas,Robb,Rock Singer,Agoura Hills,47,Capricorn,January,2,1975,122065,,
238,Douglas,Polk,,Pasadena,33,Sagittarius,December,16,1988,119459,,
239,Douglas,Pitt,Entrepreneur, Missouri ,55,Scorpio,November,2,1966,194260,,
240,Douglas,Murray,Journalist,Scotland,42,Cancer,July,16,1979,84600,,
241,Douglas,Moore,Composer, New York ,,Leo,August,10,1893,212077,Jul 25,
242,Douglas,Meeker,TikTok Star,Newton,19,Gemini,June,20,2002,61793,,
243,Douglas,McGrath,Screenwriter, New York ,64,Aquarius,February,2,1958,198888,,
244,Douglas,Mawson,Explorer,England,,Taurus,May,5,1882,137621,Oct 14,
245,Douglas,Matos,TikTok Star,United States,18,Pisces,March,2,2004,165063,,
246,Douglas,MacArthur,War Hero,Little Rock,,Aquarius,January,26,1880,29160,Apr 5,
247,Douglas,Agüero,Soccer Player,Rio de Janeiro,24,Taurus,May,9,1998,73855,,
248,Douglas,Lockhart,Cricket Player,Scotland,46,Capricorn,January,19,1976,219689,,
249,Douglas,Kenney,Comedian,West Palm Beach,,Sagittarius,December,10,1946,170644,Aug 27,
250,Douglas,Jackson,Politician, Tennessee ,67,Cancer,July,10,1954,216174,,
251,Douglas,Hyde,World Leader,Ireland,,Capricorn,January,17,1860,111977,Jul 12,
252,Douglas,Hurd,Politician,England,92,Pisces,March,8,1930,213935,,
253,Douglas,Hogg,Politician,England,77,Aquarius,February,5,1945,209943,,
254,Douglas,Hofstadter,Psychologist, New York ,77,Aquarius,February,15,1945,137930,,
255,Douglas,Hodge,Stage Actor,England,62,Pisces,February,25,1960,113388,,
256,Douglas,Henshall,Movie Actor,Scotland,56,Scorpio,November,19,1965,106493,,
257,Douglas,Haig,War Hero,England,,Gemini,June,19,1861,142553,Jan 29,
258,Douglas,Freeman,Historian, Virginia ,,Taurus,May,16,1886,206933,Jun 13,
259,Douglas,Fraser,Entrepreneur,Scotland,,Sagittarius,December,18,1956,149236,Feb 23,
260,Douglas,Foster,Novelist, Alabama ,69,Virgo,August,30,1952,214836,,
261,Douglas,Flamino,TikTok Star,Brazil,29,Virgo,September,19,1992,189918,,
262,Douglas,Ferrari,TikTok Star,Livingston,20,Libra,October,13,2001,4866,,
263,Douglas,Sr.,Movie Actor, Colorado ,,Gemini,May,23,1883,79802,Dec 12,
264,Douglas,Jr.,Movie Actor,Denver,,Sagittarius,December,9,1909,103624,May 7,
265,Douglas,Engelbart,Entrepreneur,Portland,,Aquarius,January,30,1925,123399,Jul 2,
266,Douglas,Emhoff,Lawyer,Santa Barbara,57,Libra,October,13,1964,50051,,
267,Douglas,Dunn,Poet,Scotland,79,Scorpio,October,23,1942,208442,,
268,Douglas,Ha,Duke,England,,Aquarius,February,3,1903,221054,Mar 30,
269,Douglas,Santos,Soccer Player,Criciúma,40,Aquarius,February,18,1982,56564,,
270,Douglas,Dias,YouTube Star,Portugal,19,Cancer,July,14,2002,114787,,
271,Douglas,Lima,TikTok Star,Brazil,30,Virgo,August,24,1991,170900,,
272,Douglas,Costa,Soccer Player,Brazil,31,Virgo,September,14,1990,38682,,
273,Douglas,Corrigan,Pilot, Texas ,,Aquarius,January,22,1907,202089,Dec 9,
274,Douglas,Colvin,Bassist, VA ,,Virgo,September,18,1951,53155,Jun 5,
275,Douglas,Jr.,Family Member,Sacramento,21,Pisces,March,1,2001,149919,,
276,Douglas,Castle,Guitarist,England,30,Scorpio,November,5,1991,165515,,
277,Douglas,Castillo,Model,Costa Rica,28,Leo,August,5,1993,192043,,
278,Douglas,Cardinal,Architect,Canada,88,Pisces,March,7,1934,202207,,
279,Douglas,Campbell,Botanist,Detroit,,Sagittarius,December,19,1859,200095,Feb 24,
280,Douglas,Brinkley,Teacher,Atlanta,61,Sagittarius,December,14,1960,163123,,
281,Douglas,Booth,Movie Actor,London,29,Cancer,July,9,1992,7913,,
282,Douglas,Baldeo,Stage Actor,Mount Vernon,18,Aries,April,19,2004,103434,,
283,Douglas,Álvarez,YouTube Star,Colombia,25,Taurus,May,8,1997,88026,,
284,Douglas,Adams,Novelist,Cambridge,,Pisces,March,11,1952,57568,May 11,
285,Dougie,Tzu,Dog,United States,9,Aquarius,January,28,2013,217354,,
286,Dougie,Poynter,Pop Singer,England,34,Sagittarius,November,30,1987,17869,,
287,Dougie,Payne,Bassist,Scotland,49,Scorpio,November,14,1972,154250,,
288,Dougie,Matt,YouTube Star, Pennsylvania ,27,Taurus,May,13,1995,149381,,
289,Dougie,Maclean,Folk Singer,Scotland,67,Libra,September,27,1954,167392,,
290,Dougie,Kent,Rapper, Pennsylvania ,30,Leo,August,11,1991,161302,,
291,Dougie,Imrie,Soccer Player,Scotland,38,Leo,August,3,1983,194397,,
292,Dougie,Hendrix,Rapper, South Carolina ,27,Libra,September,23,1994,138133,,
293,Dougie,Hamilton,Hockey Player,Toronto,28,Gemini,June,17,1993,91832,,
294,Dougie,Brown,Cricket Player,Scotland,52,Scorpio,October,29,1969,193478,,
295,Dougie,Baldwin,TV Actor,Melbourne,25,Scorpio,November,13,1996,25231,,
296,Dougie,B,Rapper,The Bronx,25,Virgo,September,7,1996,2250,,
297,Doughboy,Sauce,Rapper,United States,39,Sagittarius,December,18,1982,85259,,
298,Doughboy,Roc,Rapper, Michigan ,,Leo,August,3,1988,55521,Oct 9,
299,Doughboy.Kari,Doughboy.Kari,TikTok Star,United States,19,Leo,July,29,2002,23388,,
300,Doughboy,Fresh,Rapper, Michigan ,30,Sagittarius,December,13,1991,105535,,
301,Doug,Reinhardt,Reality Star, California ,37,Libra,October,22,1984,149569,,
302,Doug,Yule,Rock Singer,Mineola,75,Pisces,February,25,1947,196509,,
303,Doug,Wimbish,Bassist, Connecticut ,65,Virgo,September,22,1956,200949,,
304,Doug,Wilson,Hockey Player,Canada,64,Cancer,July,5,1957,104159,,
305,Doug,Williams,Football Player,Zachary,66,Leo,August,9,1955,74279,,
306,Doug,Wickenheiser,Hockey Player,Regina,,Aries,March,30,1961,202812,Jan 12,
307,Doug,West,Basketball Player,Altoona,54,Gemini,May,27,1967,64700,,
308,Doug,Weight,Hockey Player,Warren,51,Aquarius,January,21,1971,165066,,
309,Doug,Walker,YouTube Star,Naples,40,Scorpio,November,17,1981,11184,,
310,Doug,Tae,Instagram Star,Cleveland,30,Cancer,July,20,1991,79370,,
311,Doug,Pug,Dog, Ohio ,10,Taurus,May,20,2012,14708,,
312,Doug,TenNapel,Animator,Norwalk,55,Cancer,July,10,1966,139817,,
313,Doug,Supernaw,Country Singer, Texas ,,Libra,September,26,1960,141797,Nov 13,
314,Doug,Stone,Country Singer,Marietta,65,Gemini,June,19,1956,113945,,
315,Doug,Stone,Voice Actor,Toronto,71,Capricorn,December,27,1950,204189,,
316,Doug,Stanhope,Comedian,Worcester,55,Aries,March,25,1967,105633,,
317,Doug,Spearman,TV Actor,"Washington, DC",59,Virgo,September,3,1962,187391,,
318,Doug,Scott,TikTok Star,Fresno,20,Taurus,May,17,2002,24105,,
319,Doug,Savant,TV Actor,Burbank,57,Cancer,June,21,1964,71106,,
320,Doug,Sanders,Golfer, Georgia ,,Leo,July,24,1933,182913,Apr 12,
321,Doug,Powell,Teacher,Canada,59,Capricorn,December,29,1962,117274,,
322,Doug,Pinnick,Rock Singer, Illinois ,71,Virgo,September,3,1950,81181,,
323,Doug,Pederson,Football Coach, Washington ,54,Aquarius,January,31,1968,51968,,
324,Doug,Pagitt,Religious Author,Minneapolis,55,Cancer,July,5,1966,222576,,
325,Doug,Oleff,Family Member,United States,52,Aries,March,25,1970,127238,,
