,first_name,last_name,proffession,Birthplace,Age,Birth Sign,month,day,year,popularity_rate,DEATH DATE,DISAPPEARED DATE
67,Nessly,Nessly,Rapper,Brooklyn,27,Capricorn,January,14,1995,59131,,
68,Nessie,Nessie,YouTube Star,Ukraine,23,Sagittarius,November,29,1998,92574,,
69,Nessie,McNubbins,Dog,United States,4,Capricorn,January,14,2018,196433,,
70,Nessie,Judge,YouTube Star,Indonesia,28,Scorpio,October,30,1993,30329,,
71,Nessie,Blaze,Tattoo Artist,United States,31,Aries,April,4,1991,106952,,
72,Nessia,Nessia,Instagram Star,United States,25,Leo,August,14,1996,37024,,
73,NessBoog,NessBoog,YouTube Star,San Francisco,33,Scorpio,November,3,1988,39225,,
74,NessaNuggets,NessaNuggets,TikTok Star,United States,24,Sagittarius,December,11,1997,98480,,
75,Nessaaa,Nessaaa,Tattoo Artist,Vancouver,34,Cancer,July,16,1987,36354,,
76,Nessa,Varez,Instagram Star,Spain,32,Virgo,September,12,1989,17621,,
77,Nessa,Sphere,Instagram Star,Germany,44,Gemini,June,20,1977,50374,,
78,Nessa,Nguyen,TikTok Star,Beloit,30,Cancer,July,15,1991,8674,,
79,Nessa,Diosdado,TikTok Star,Mexico,22,Aquarius,February,2,2000,40610,,
80,Nessa,Diab,TV Show Host, California ,38,Taurus,May,6,1984,30665,,
81,Nessa,Barrett,TikTok Star, New Jersey ,19,Leo,August,6,2002,56,,
82,Ness,Anderson,YouTube Star,Australia,42,Pisces,March,7,1980,83439,,
83,Nesrin,Danan,Photographer, Oregon ,27,Aries,April,19,1995,93953,,
84,Nesrin,Cavadzade,Movie Actress,Baku,39,Leo,July,30,1982,61748,,
85,NESRetku,NESRetku,YouTube Star,Finland,38,Leo,August,13,1983,194543,,
86,Nesreen,Tafesh,TV Actress,Syria,40,Aquarius,February,15,1982,89790,,
87,Nesreen,Ameen,Movie Actress,Cairo,38,Pisces,March,9,1984,161527,,
88,Nesma,Mahgoub,Opera Singer,Egypt,32,Libra,September,26,1989,87517,,
89,Neslisah,Duzyatan,Instagram Star,Izmir,33,Sagittarius,December,2,1988,137659,,
90,Neslihan,Yeldan,TV Actress,Istanbul,53,Pisces,February,25,1969,119323,,
91,Neslihan,Atagül,TV Actress,Istanbul,29,Leo,August,20,1992,11446,,
92,Neslican,Tay,YouTube Star,Turkey,24,Aries,March,23,1998,165330,,
93,Nesk,Nesk,eSports Player,Brazil,27,Pisces,March,16,1995,161459,,
94,Nesim,Najih,YouTube Star,Netherlands,30,Aries,April,19,1992,65899,,
95,Nesi,Nesi,Pop Singer, Puerto Rico ,25,Sagittarius,December,18,1996,61527,,
96,Neshuh,B.,Funimate Star,Nassau,22,Aries,March,25,2000,73509,,
97,Neshia,Janae,Instagram Star,Houston,16,Taurus,May,6,2006,23014,,
98,Neshan,Derharoutyounian,TV Show Host,Armenia,50,Gemini,May,24,1971,68291,,
99,Nesha,Curry,YouTube Star, Ohio ,28,Virgo,September,8,1993,33236,,
100,Nese,Pakel,Instagram Star,Turkey,28,Gemini,June,16,1993,164395,,
101,Nese,Kavak,Doctor,Istanbul,58,Cancer,June,30,1963,207701,,
102,Nesdi,Jones,Rapper,Wales,29,Sagittarius,December,11,1992,97728,,
103,Nesbeth,Nesbeth,Reggae Singer,Kingston,48,Libra,October,2,1973,158630,,
104,NerZhul,NerZhul,YouTube Star,Greece,23,Libra,October,12,1998,30650,,
105,Nerys,Hughes,TV Actress,Wales,80,Scorpio,November,8,1941,142315,,
106,Nery,Kennedy,Javelin Thrower,Paraguay,48,Gemini,May,28,1973,206610,,
107,Nery,Castillo,Soccer Player,Mexico,37,Gemini,June,13,1984,172631,,
108,Nery,Brenes,Runner,Costa Rica,36,Libra,September,25,1985,141201,,
109,Nerva,Nerva,World Leader,Italy,,Scorpio,November,8,,66319,Jan 27,
110,Neroshad,Neroshad,YouTube Star,Russia,27,Aquarius,February,17,1995,216939,,
111,NeroGeist,NeroGeist,YouTube Star, Minnesota ,28,Cancer,July,2,1993,143947,,
112,Nero,Nero,Politician,Italy,,Sagittarius,December,15,,50884,Jun 9,
113,Nermina,Pieters,Reality Star,England,31,Virgo,September,5,1990,99884,,
114,Nermin,Yazilitas,Instagram Star,Turkey,44,Aquarius,February,2,1978,162358,,
115,Nermin,Rapkic,YouTube Star,Bosnia And Herzegovina,23,Pisces,March,12,1999,29401,,
116,Nermin,Kadrić,YouTube Star,Zenica,30,Aries,April,16,1992,100217,,
117,Nermin,Al-fiqy,TV Actress,Alexandria,49,Cancer,June,21,1972,176627,,
118,Nerma,Juko,Model,Bosnia And Herzegovina,28,Aries,April,15,1994,191373,,
119,Nerlens,Noel,Basketball Player,Malden,28,Aries,April,10,1994,46079,,
120,Nerissa,Irving,Model,Jamaica,36,Aries,April,3,1986,81132,,
121,Nerina,Pallot,Rock Singer,England,47,Taurus,April,26,1975,123621,,
122,Nerijus,Numavicius,Entrepreneur,Lithuania,55,Taurus,May,12,1967,181801,,
123,Nerii,Diaz,YouTube Star,United States,24,Cancer,July,13,1997,199413,,
124,Nérida,Barbosa,YouTube Star,Brazil,23,Libra,September,25,1998,137488,,
125,Neriah,Fisher,YouTube Star, California ,22,Pisces,March,15,2000,18599,,
126,Neri,Oxman,Architect,Haifa,46,Aquarius,February,6,1976,121853,,
127,Neri,Naig,Movie Actress,Philippines,36,Virgo,September,7,1985,111273,,
128,Nerfers101,Nerfers101,TikTok Star,United States,22,Taurus,May,6,2000,64327,,
129,Nerealais,Ozolins,YouTube Star,Latvia,29,Taurus,April,23,1993,111020,,
130,Nerea,Rodríguez,Pop Singer,Barcelona,23,Aquarius,February,7,1999,106026,,
131,Nerea,Real,TikTok Star,Spain,15,Cancer,June,24,2006,75108,,
132,Nerea,Alarcón,Instagram Star,Spain,33,Libra,September,27,1988,193106,,
133,Nerea,Laborde,Instagram Star,Venezuela,20,Aries,March,31,2002,181854,,
134,Nerea,Ibarzabal,Pop Singer,Spain,28,Pisces,March,9,1994,61937,,
135,Nerea,Genovard,Instagram Star,Spain,19,Leo,July,23,2002,222122,,
136,Nerea,Garmendia,TV Actress,Spain,42,Scorpio,October,29,1979,180151,,
137,Nerea,Eizagirre,Soccer Player,Spain,22,Capricorn,January,4,2000,211959,,
138,Nerea,Camacho,TV Actress,Spain,26,Taurus,May,15,1996,81590,,
139,Nerea,Alós,Instagram Star,Spain,29,Leo,August,5,1992,152808,,
140,NerdyAndQuirky,NerdyAndQuirky,YouTube Star,Canada,24,Taurus,April,22,1998,51292,,
141,Nerdy,Newb,YouTube Star,United States,35,Scorpio,November,12,1986,78721,,
142,Nerdy,Hamster,YouTube Star,Canada,20,Leo,August,7,2001,96066,,
143,Ieva,Stasule,YouTube Star,Latvia,24,Sagittarius,December,19,1997,37425,,
144,Nerdphilia,Nerdphilia,YouTube Star,Sweden,32,Taurus,April,28,1990,135301,,
145,NerdFire,NerdFire,YouTube Star,England,22,Leo,August,1,1999,74143,,
146,NerdECrafter,NerdECrafter,YouTube Star,Canada,35,Sagittarius,December,21,1986,5966,,
147,Nerdcetera,Nerdcetera,YouTube Star,Brazil,30,Scorpio,November,14,1991,214364,,
148,Nerd,Sabido,TikTok Star,Brazil,34,Pisces,March,6,1988,221955,,
149,Nerd,Profiles,YouTube Star,Argentina,33,Sagittarius,November,29,1988,64551,,
150,Nerah,Nerah,YouTube Star,Chicago,23,Aries,April,11,1999,69727,,
151,Nera,Stipicevic,Pop Singer,Croatia,39,Aquarius,January,21,1983,174828,,
152,Nera,Nikolic,Instagram Star,Dubrovnik,26,Scorpio,October,24,1995,159739,,
153,Nequi,Galotti,Model,Argentina,62,Taurus,May,8,1960,113273,,
154,NeptuneExplainsItAll,NeptuneExplainsItAll,Instagram Star,United States,32,Aquarius,January,26,1990,179138,,
155,Nephtunie,Nephtunie,Twitch Star,Culiacan,23,Gemini,May,25,1998,76256,,
156,Nephrey,Donasco,TikTok Star,Philippines,20,Leo,August,5,2001,128928,,
157,Nephi,Garcia,Fashion Designer,Philippines,38,Virgo,August,29,1983,71041,,
158,Nephew,Tommy,Comedian,Houston,55,Taurus,May,18,1967,23288,,
159,Nepeta,Strashilki,YouTube Star,Russia,17,Cancer,July,20,2004,176232,,
160,NepentheZ,NepentheZ,YouTube Star,England,37,Scorpio,October,31,1984,7370,,
161,NeoWildSeven,NeoWildSeven,YouTube Star,Spain,34,Virgo,September,15,1987,221076,,
162,Neosha,King,R&B Singer,Maywood,36,Aquarius,January,26,1986,163687,,
163,NeonIndieGirl,NeonIndieGirl,YouTube Star,Australia,23,Libra,October,19,1998,60065,,
164,NeonFlame,NeonFlame,YouTube Star,Singapore,20,Taurus,May,5,2002,60403,,
165,Neona,Neona,World Music Singer,Indonesia,12,Gemini,June,13,2009,13700,,
166,Neon,Hitch,Pop Singer,Kingston,35,Gemini,May,25,1986,25960,,
167,Neomi,Nganga,Movie Actress,Nairobi,34,Libra,October,5,1987,119716,,
168,NeoMc,Creations,YouTube Star,United States,24,Aries,April,18,1998,55314,,
169,neoliptus,neoliptus,Instagram Star,France,,,,,,175074,,
170,Noel,Neill,Movie Actress,Minneapolis,,Sagittarius,November,25,1920,99083,Jul 3,
171,Neoini,Neoini,Instagram Star,Scotland,21,Cancer,July,4,2000,121367,,
172,NeoGameSpark,NeoGameSpark,YouTube Star,United States,28,Cancer,July,16,1993,187430,,
173,Neo,Romasanta,TikTok Star,Philippines,19,Cancer,July,10,2002,6035,,
174,Neo,Valdes,Family Member,Laguna Hills,1,Aquarius,February,12,2021,45709,,
175,Neo,SwanTheVoice,YouTube Star,France,17,Aquarius,February,13,2005,37731,,
176,Neo,Sari,Pop Singer,Indonesia,28,Scorpio,October,31,1993,205876,,
177,Neo,Rauch,Painter,Germany,62,Aries,April,18,1960,144644,,
178,Neo,Rapp,Instagram Star,Germany,18,Gemini,June,5,2003,83557,,
179,Neo,Pistea,Rapper,Buenos Aires,27,Libra,October,5,1994,42681,,
180,Neo,Paolucci,TikTok Star,United States,19,Cancer,July,7,2002,151574,,
181,Neo,Hou,TV Actor,Beijing,24,Leo,August,3,1997,96040,,
182,Neo,Chan,YouTube Star,Japan,20,Gemini,June,6,2001,75222,,
183,Neno,Calvin,Rapper,New Orleans,26,Cancer,July,9,1995,26887,,
184,Nenib,Youkhana,TikTok Star,Toronto,21,Leo,July,30,2000,61299,,
185,Ñengo,Flow,Reggaeton Singer,Rio Piedras,40,Libra,October,15,1981,31271,,
186,Neneh,Cherry,Rapper,Stockholm,58,Pisces,March,10,1964,41517,,
187,Nenê,Hilário,Basketball Player,Sao Paulo,39,Virgo,September,13,1982,42989,,
188,Nene,Thomas,Graphic Designer, Oklahoma ,53,Virgo,August,31,1968,162864,,
189,Nene,Macdonald,Rugby Player,Port Moresby,28,Taurus,May,11,1994,64332,,
190,NeNe,Leakes,Reality Star,Queens,54,Sagittarius,December,13,1967,4793,,
191,Nenad,Zimonjic,Tennis Player,Yugoslavia,45,Gemini,June,4,1976,176182,,
192,Nenad,Ulemek,YouTube Star,Serbia,21,Pisces,March,4,2001,46843,,
193,Nenad,Mijatovic,YouTube Star,Krusevac,29,Sagittarius,November,27,1992,140504,,
194,Nenad,Aleksic,Rapper,Serbia,42,Aries,April,11,1980,212228,,
195,Nenad,Sha,Rapper,Serbia,42,Aries,April,11,1980,139083,,
196,Nena,Nena,Pop Singer,Hagen,62,Aries,March,24,1960,22797,,
197,Nena,Schlebrügge,Model,Mexico City,81,Capricorn,January,8,1941,197335,,
198,Nena,Ristic,Model,Serbia,40,Aquarius,February,16,1982,179611,,
199,Nena,Guzmán,World Music Singer,Mexico,31,Sagittarius,November,28,1990,84215,,
200,Nena,Flow,Instagram Star,Vigo,41,Cancer,June,21,1980,144694,,
201,Nemsko,Nemsko,Chess Player,China,22,Capricorn,January,7,2000,91283,,
202,Nems,Nems,YouTube Star,France,31,Leo,August,7,1990,92760,,
203,NemRaps,NemRaps,YouTube Star, Louisiana ,40,Leo,July,29,1981,52790,,
204,Nemr,Nassar,Comedian,Lebanon,38,Libra,September,26,1983,106585,,
205,Nemo,Schiffman,Pop Singer,Paris,22,Taurus,April,21,2000,55173,,
206,Nemo,Gould,Sculptor,Minneapolis,46,Libra,October,3,1975,109395,,
207,Nemis,Golden,Stage Actress,Canada,13,Virgo,September,15,2008,54053,,
208,Nemecio,Gómez,Guitarist,Colombia,43,Leo,July,23,1978,214586,,
209,Nemanja,Vidic,Soccer Player,Yugoslavia,40,Libra,October,21,1981,36800,,
210,Nemanja,Stojanovic,TV Actor,Sweden,30,Libra,September,25,1991,221494,,
211,Nemanja,Rajovic,YouTube Star,Serbia,19,Sagittarius,November,23,2002,22540,,
212,Nemanja,Radonjic,Soccer Player,Nis,26,Aquarius,February,15,1996,142348,,
213,Nemanja,Milosevic,Instagram Star,Bosnia And Herzegovina,33,Gemini,June,20,1988,55660,,
214,Nemanja,Matic,Soccer Player,Yugoslavia,33,Leo,August,1,1988,35324,,
215,Nemanja,Gudelj,Soccer Player,Belgrade,30,Scorpio,November,16,1991,125542,,
216,Nemanja,Grujic,Instagram Star,Serbia,26,Aquarius,January,26,1996,99057,,
217,Nemanja,Bjelica,Basketball Player,Belgrade,34,Taurus,May,9,1988,35400,,
218,Nemanja,Arsic,YouTube Star,Serbia,22,Libra,September,23,1999,33774,,
219,Nemani,Nadolo,Rugby Player,Fiji,34,Aquarius,January,31,1988,114366,,
220,Nemah,Hasan,TikTok Star,Toronto,28,Pisces,March,2,1994,59769,,
221,Nema,Vand,Reality Star,Los Angeles,33,Leo,August,4,1988,105760,,
222,Nelyuri,Nelyuri,Instagram Star,Venezuela,27,Pisces,February,24,1995,163363,,
223,Nelydia,Senrose,TV Actress,Kota Bharu,27,Leo,July,30,1994,63607,,
224,Nely,Nely,Music Producer, Puerto Rico ,35,Pisces,March,19,1987,86130,,
225,Nelufar,Hedayat,TV Show Host,Afghanistan,34,Capricorn,January,1,1988,108952,,
226,Neltellaa,Neltellaa,TikTok Star,United States,17,Aquarius,February,11,2005,188736,,
227,Nelson,Putra,YouTube Star,Indonesia,22,Aquarius,January,25,2000,42838,,
228,Nelson,Victorio,Instagram Star,United States,21,Libra,October,7,2000,171314,,
229,Nelson,Venceslai,YouTube Star,Italy,27,Virgo,August,31,1994,44043,,
230,Nelson,Velásquez,World Music Singer,Colombia,49,Pisces,March,15,1973,194623,,
231,Nelson,Thomas,Reality Star,United States,33,Scorpio,November,3,1988,24414,,
232,Nelson,Sexton,Game Designer,Calgary,24,Leo,July,27,1997,75974,,
233,Nelson,Semedo,Soccer Player,Lisbon,28,Scorpio,November,16,1993,72185,,
234,Nelson,Rockefeller,Vice President, ME ,,Cancer,July,8,1908,52986,Jan 26,
235,Nelson,Rivera,Pop Singer, Puerto Rico ,31,Leo,August,20,1990,156026,,
236,Nelson,Rivas,Soccer Player,Colombia,39,Aries,March,25,1983,218447,,
237,Nelson,Riddle,Composer, NJ ,,Gemini,June,1,1921,157715,Oct 6,
238,Nelson,Polilla,Comedian,Colombia,50,Aquarius,February,9,1972,207071,,
239,Nelson,Jr.,Race Car Driver,Heidelberg,36,Leo,July,25,1985,127273,,
240,Nelson,Piquet,Race Car Driver,Rio de Janeiro,69,Leo,August,17,1952,58143,,
241,Nelson,Pereira,TikTok Star,Portugal,21,Aquarius,January,23,2001,215268,,
242,Nelson,Peltz,Entrepreneur,Brooklyn,79,Cancer,June,24,1942,102349,,
243,Nelson,Merced,Politician, New York ,74,Leo,August,17,1947,119664,,
244,Nelson,McCausland,Politician,Northern Ireland,70,Leo,August,15,1951,83738,,
245,Nelson,Mandela,World Leader,South Africa,,Cancer,July,18,1918,1950,Dec 5,
246,Nelson,Lee,TV Actor,Taipei,46,Libra,October,16,1975,184970,,
247,Nelson,Hairston,Biologist, North Carolina ,,Libra,October,16,1917,216426,Jul 31,
248,Nelson,Valdez,Soccer Player,Paraguay,38,Sagittarius,November,28,1983,159477,,
249,Nelson,Gariba,TikTok Star,Netherlands,19,Pisces,February,23,2003,218460,,
250,Nelson,Freitas,Music Producer,Netherlands,47,Aries,April,4,1975,74126,,
251,Nelson,Freire,Pianist,Brazil,77,Libra,October,18,1944,100199,,
252,Nelson,Franklin,Movie Actor,Los Angeles,36,Cancer,July,2,1985,102050,,
253,Nelson,Evora,Triple Jumper,Ivory Coast,38,Taurus,April,20,1984,176467,,
254,Nelson,Emerson,Hockey Player,Canada,54,Leo,August,17,1967,216701,,
255,Nelson,Prince,Pop Singer,Venezuela,21,Aries,April,9,2001,105690,,
256,Nelson,Eddy,Opera Singer,Providence,,Cancer,June,29,1901,123087,Mar 6,
257,Nelson,Dion,Family Member,West Palm Beach,11,Scorpio,October,23,2010,139992,,
258,Nelson,Dida,Soccer Player,Brazil,48,Libra,October,7,1973,112962,,
259,Nelson,DeMille,Novelist, New York ,78,Virgo,August,23,1943,174850,,
260,Nelson,Coninck,Blogger,Ghent,24,Aquarius,February,13,1998,220558,,
261,Nelson,Cruz,Baseball Player,Monte Cristi,41,Cancer,July,1,1980,41668,,
262,Nelson,Chan,YouTube Star,Macau,30,Scorpio,November,12,1991,59420,,
263,Nelson,Canlas,Journalist,Philippines,51,Leo,August,8,1970,201292,,
264,Nelson,Bustamante,TV Show Host,Venezuela,58,Pisces,March,10,1964,209050,,
265,Nelson,Ascencio,TV Actor,Cuba,57,Virgo,August,30,1964,144947,,
266,Nelson,Aguilar,TikTok Star,United States,19,Scorpio,November,14,2002,9883,,
267,Nelson,Agholor,Football Player,Nigeria,28,Gemini,May,24,1993,52598,,
268,Nelsan,Ellis,TV Actor,Harvey,,Sagittarius,November,30,1977,40204,Jul 8,
269,Nels,Cline,Guitarist, California ,66,Capricorn,January,4,1956,167081,,
270,Nelly,Nelly,Rapper,Austin,47,Scorpio,November,2,1974,2650,,
271,Nelly,Toledo,YouTube Star,Cuba,30,Virgo,September,14,1991,158560,,
272,Nelly,Tirado,TikTok Star,Chicago,26,Sagittarius,December,7,1995,191664,,
273,Nelly,Sachs,Poet,Schoneberg,,Sagittarius,December,10,1891,125692,May 12,
274,Nelly,Riggio,Chef,Australia,31,Virgo,August,27,1990,134001,,
275,Nelly,Pazmiño,Pop Singer,Ecuador,40,Pisces,March,16,1982,213095,,
276,Nelly,Mazloum,Movie Actress,Alexandria,,Cancer,June,21,1929,182136,Feb 21,
277,Nelly,London,Instagram Star,Brighton,28,Libra,September,30,1993,128635,,
278,Nelly,Korda,Golfer, Florida ,23,Cancer,July,2,1998,69241,,
279,Nelly,Karim,Movie Actress,Alexandria,47,Sagittarius,December,18,1974,44447,,
280,Nelly,Kalla,YouTube Star,Australia,25,Cancer,July,9,1996,174494,,
281,Nelly,Joy,Pop Singer,Abilene,38,Leo,August,15,1983,147570,,
282,Nelly,Furtado,Pop Singer,Victoria,43,Sagittarius,December,2,1978,4024,,
283,Nelly,Shepherd,Family Member,England,7,Cancer,July,9,2014,30317,,
284,Nelly,Currant,TV Actress,England,17,Pisces,February,19,2005,17893,,
285,Nellis,Nellis,YouTube Star,Guildford,28,Cancer,July,19,1993,60637,,
286,nellielynnfit,nellielynnfit,TikTok Star,Austin,36,Aries,April,16,1986,167644,,
287,Nellie,Walker,Sculptor, Iowa ,,Sagittarius,December,8,1874,211966,Jul 10,
288,Nellie,Ross,Politician,Saint Joseph,,Sagittarius,November,29,1876,91676,Dec 19,
289,Nellie,Mirzaie,YouTube Star,United States,10,Gemini,June,10,2011,89610,,
290,Nellie,Melba,Opera Singer,Australia,,Taurus,May,19,1861,91953,Feb 23,
291,Nellie,McKay,Jazz Singer,England,40,Aries,April,13,1982,134179,,
292,Nellie,McClung,Civil Rights Leader,Canada,,Libra,October,20,1873,63621,Sep 1,
293,Nellie,Lim,Blogger,Singapore,32,Scorpio,October,31,1989,180046,,
294,Nellie,Krokstad,YouTube Star,Norway,28,Scorpio,November,20,1993,37761,,
295,Nellie,Kim,Gymnast,Russia,64,Leo,July,29,1957,106730,,
296,Nellie,Jurgensmeier,YouTube Star, Utah ,31,Sagittarius,November,28,1990,106407,,
297,Nellie,Huang,Blogger,Singapore,39,Libra,September,25,1982,219785,,
298,Nellie,Gonzalez,Blogger,Sweden,22,Libra,September,29,1999,79389,,
299,Nellie,Fox,Baseball Player, PA ,,Capricorn,December,25,1927,156633,Dec 1,
300,Nellie,Connally,Political Wife, Texas ,,Pisces,February,24,1919,144085,Sep 1,
301,Nellie,Bly,Journalist, PA ,,Taurus,May,5,1864,28900,Jan 27,
302,Nellie,Biles,Family Member,United States,72,Aquarius,February,18,1950,97157,,
303,Nellie,Benner,TV Actress,Netherlands,35,Scorpio,November,19,1986,154629,,
304,Nelli,Orell,YouTube Star,Finland,20,Capricorn,January,11,2002,38239,,
305,Nelli,Matula,Rapper,Espoo,26,Sagittarius,December,18,1995,84862,,
306,Nelli,Ómolnár,TikTok Star,Hungary,18,Pisces,February,20,2004,51085,,
307,Nelle,Nelle,TikTok Star,United States,18,Scorpio,November,11,2003,61880,,
308,nellandbando,nellandbando,TikTok Star, Alabama ,25,Cancer,July,6,1996,43975,,
309,Nella,Rose,YouTube Star,Belgium,24,Cancer,July,20,1997,3291,,
310,Nella,Rojas,World Music Singer,Venezuela,32,Scorpio,November,4,1989,179166,,
311,Nella,Ngingo,Model,Bujumbura,28,Scorpio,November,4,1993,176412,,
312,Nella,Larsen,Novelist,Chicago,,Aries,April,13,1891,142964,Mar 30,
313,Nella,Kharisma,Pop Singer,Indonesia,27,Scorpio,November,4,1994,100967,,
314,Nella,Grabowski,TikTok Star,United States,21,Libra,October,8,2000,170657,,
315,Nell,Verlaque,TV Actress, New York ,21,Libra,October,19,2000,122003,,
316,Nell,Shipman,Screenwriter,Victoria,,Scorpio,October,25,1892,181340,Jan 23,
317,Nell,Newman,Entrepreneur, New York ,63,Aries,April,8,1959,164795,,
318,Nell,McAndrew,TV Show Host,England,48,Scorpio,November,6,1973,138070,,
319,Nell,Hudson,TV Actress,England,31,Scorpio,November,19,1990,93523,,
