,first_name,last_name,proffession,Birthplace,Age,Birth Sign,month,day,year,popularity_rate,DEATH DATE,DISAPPEARED DATE
24,Michael,Jordan,Movie Actor,Santa Ana,35,Aquarius,February,9,1987,451,,
25,Michael,Jordan,Basketball Player,Brooklyn,59,Aquarius,February,17,1963,159,,
26,Michael,Jopling,Politician,England,91,Sagittarius,December,10,1930,122276,,
27,Michael,Jones,YouTube Star,Woodbridge Township,34,Leo,July,24,1987,13145,,
28,Michael,Johnston,Politician, Colorado ,47,Scorpio,November,17,1974,91115,,
29,Michael,Johnston,TV Actor, North Carolina ,27,Pisces,February,22,1995,16809,,
30,Michael,Johnson,Runner,Dallas,54,Virgo,September,13,1967,17013,,
31,Michael,Johns,Pop Singer,Perth,,Libra,October,20,1978,72130,Aug 1,
32,Michael,Jex,Business Executive, New York ,38,Aquarius,January,25,1984,140831,,
33,Michael,Jeter,Movie Actor, TN ,,Virgo,August,26,1952,38230,Mar 30,
34,Michael,Jennings,Rugby Player,Australia,34,Taurus,April,20,1988,122787,,
35,Michael,Jenkins,Football Player, Florida ,39,Gemini,June,18,1982,147495,,
36,Michael,Jayston,TV Actor,England,86,Scorpio,October,29,1935,157474,,
37,Michael,Jáuregui,Twitter Star,Cuba,52,Taurus,April,24,1970,83407,,
38,Michael,Jaroh,Gymnast, Michigan ,20,Capricorn,January,3,2002,9438,,
39,Michael,Jann,Director, New York ,52,Taurus,May,15,1970,213391,,
40,Michael,Jamison,YouTube Star,South Africa,47,Virgo,September,11,1974,114765,,
41,Michael,Jamieson,Swimmer,Glasgow,33,Leo,August,5,1988,175586,,
42,Michael,James,TikTok Star,Canada,23,Cancer,July,16,1998,155976,,
43,Michael,Clarke,Drummer,Spokane,,Gemini,June,3,1946,105805,Dec 19,
44,Michael,Jagmin,Metal Singer,Jackson,37,Taurus,May,12,1985,125818,,
45,Michael,Jacobs,TV Producer,New Brunswick,66,Cancer,June,28,1955,55843,,
46,Michael,Jackson,Pop Singer,Gary,,Virgo,August,29,1958,28,Jun 25,
47,Michael,Jackson,Rapper,Oxnard,43,Scorpio,November,6,1978,29040,,
48,Michael,Jackels,Religious Leader, South Dakota ,68,Aries,April,13,1954,183157,,
49,Michael,Jace,Movie Actor,Paterson,56,Cancer,July,13,1965,53618,,
50,Michael,Pollard,Movie Actor,Passaic,,Gemini,May,30,1939,108552,Nov 21,
51,Michael,Fox,Movie Actor,Edmonton,60,Gemini,June,9,1961,3667,,
52,Michael,Dady,Entrepreneur, New York ,,Taurus,April,24,1850,222157,Jun 2,
53,Michael,Irvin,Football Player,Fort Lauderdale,56,Pisces,March,5,1966,26611,,
54,Michael,Ironside,Movie Actor,Toronto,72,Aquarius,February,12,1950,48248,,
55,Michael,Irby,Movie Actor,Palm Springs,49,Scorpio,November,16,1972,45973,,
56,Michael,Jr.,Vine Star,Atlanta,28,Libra,October,15,1993,64096,,
57,Michael,Imperioli,TV Actor,Mount Vernon,56,Aries,March,26,1966,50362,,
58,Michael,Iaconelli,Fisherman, Pennsylvania ,49,Gemini,June,17,1972,151166,,
59,Michael,Hyatt,Entrepreneur,United States,66,Cancer,June,25,1955,107307,,
60,Michael,Hutchinson,Hockey Player,Barrie,32,Pisces,March,2,1990,144039,,
61,Michael,Hussey,Cricket Player,Australia,46,Gemini,May,27,1975,109925,,
62,Michael,Hussar,Painter, California ,57,Cancer,July,13,1964,180034,,
63,Michael,Hurst,TV Actor,England,64,Virgo,September,20,1957,95198,,
64,Michael,Hurley,Folk Singer, Pennsylvania ,80,Sagittarius,December,20,1941,143325,,
65,Michael,Hunter,Boxer,Los Angeles,33,Cancer,July,10,1988,135813,,
66,Michael,Hunt,Football Player, Minnesota ,65,Libra,October,6,1956,37674,,
67,Michael,Humphries,TikTok Star,United States,22,Cancer,July,8,1999,153987,,
68,Michael,Hughes,Soccer Player,Northern Ireland,50,Leo,August,2,1971,151350,,
69,Michael,Huff,Football Player, Texas ,39,Pisces,March,6,1983,198739,,
70,Michael,Huang,YouTube Star,United States,25,Pisces,March,18,1997,11567,,
71,Michael,Rosen,TV Actor,New York City,29,Gemini,May,28,1992,121605,,
72,Michael,Hsiao,YouTube Star,United States,31,Capricorn,December,30,1990,30000,,
73,Michael,Howard,Politician,Swansea,80,Cancer,July,7,1941,149620,,
74,Michael,Houser,Guitarist, North Carolina ,,Capricorn,January,6,1962,185894,Aug 10,
75,Michael,Hossack,Drummer,Paterson,,Virgo,September,17,1946,175636,Mar 12,
76,Michael,Horse,TV Actor, Arizona ,70,Sagittarius,December,21,1951,176661,,
77,Michael,Hopkins,Architect,England,87,Taurus,May,7,1935,181990,,
78,Michael,Hope,Instagram Star, New York ,21,Scorpio,November,2,2000,42737,,
79,Michael,Hooper,Rugby Player,Sydney,30,Scorpio,October,29,1991,64167,,
80,Molt,Molt,YouTube Star,Columbia,34,Leo,July,29,1987,9899,,
81,Michael,Holt,Snooker Player,Nottingham,43,Leo,August,7,1978,181096,,
82,Michael,Hollick,Voice Actor,Brooklyn,48,Leo,August,5,1973,38033,,
83,Michael,Holley,Sportscaster, Pennsylvania ,52,Pisces,February,26,1970,119293,,
84,Michael,Holladay,Funimate Star, TN ,30,Taurus,May,14,1992,79445,,
85,Michael,Hogman,YouTube Star,Dallas,26,Leo,August,16,1995,9427,,
86,Michael,Hogan,Screenwriter,England,,Virgo,September,17,1893,56277,Jan 1,
87,Michael,Hogan,Bassist,Ireland,49,Taurus,April,29,1973,110388,,
88,Michael,Hoffman,Director, Hawaii ,65,Sagittarius,November,30,1956,111201,,
89,Michael,Hoey,Golfer,Northern Ireland,43,Aquarius,February,13,1979,206977,,
90,Michael,Hobby,Country Singer,Newberry,35,Taurus,April,22,1987,164089,,
91,Michael,Hobbs,Rugby Player,New Zealand,34,Libra,October,18,1987,208062,,
92,Michael,Hixon,Diver,Amherst,27,Cancer,July,16,1994,97840,,
93,Michael,Hitchcock,TV Actor,Defiance,63,Leo,July,28,1958,98771,,
94,Michael,Hills,Horse Jockey,England,59,Aquarius,January,22,1963,186098,,
95,Michael,Higgs,TV Actor,England,60,Aquarius,February,14,1962,120534,,
96,Michael,Higgins,Politician,Limerick,81,Aries,April,18,1941,9386,,
97,Michael,Heverly,Model,Hollywood,33,Aries,March,25,1989,64696,,
98,Michael,Heseltine,Politician,England,89,Aries,March,21,1933,178030,,
99,Michael,Herr,Memoirist,Syracuse,82,Aries,April,13,1940,215991,,
100,Michael,Hernandez,Instagram Star,United States,23,Pisces,February,22,1999,86765,,
101,Michael,Herbig,Comedian,Germany,54,Taurus,April,29,1968,161441,,
102,Michael,Henry,YouTube Star, New York ,,Virgo,September,15,,119155,,
103,Michael,Henderson,Bassist,Yazoo City,70,Cancer,July,7,1951,149504,,
104,Michael,Henaf,Reality Star,France,33,Taurus,May,10,1989,222260,,
105,Michael,Hedges,Guitarist, California ,,Capricorn,December,31,1953,200086,Dec 2,
106,Michael,Hector,Soccer Player,England,29,Cancer,July,19,1992,178209,,
107,Michael,Hebranko,, New York ,,Taurus,May,14,1953,171466,Jul 25,
108,Michael,Head,Composer,England,,Aquarius,January,28,1900,120327,Aug 24,
109,Michael,Hayes,Wrestler,Pensacola,63,Aries,March,29,1959,94555,,
110,Michael,Haydn,Composer,Austria,,Virgo,September,14,1737,126638,Aug 10,
111,Michael,Hayden,War Hero, Pennsylvania ,77,Pisces,March,17,1945,143250,,
112,Michael,Haughton,Family Member,United States,,Capricorn,January,10,1951,85535,Nov 8,
113,Michael,Hastings,Journalist, New York ,,Aquarius,January,28,1980,161987,Jun 18,
114,Michael,Hassini,Reality Star,England,27,Libra,October,19,1994,59967,,
115,Michael,Harvey,Pianist,Australia,60,Cancer,July,7,1961,66604,,
116,Michael,Hartnett,Poet,Ireland,,Virgo,September,18,1941,159705,Oct 13,
117,Michael,Hart,Astrophysicist,New York City,90,Taurus,April,27,1932,170567,,
118,Michael,Harris,Rugby Player,New Zealand,33,Cancer,July,8,1988,117205,,
119,Michael,Harrington,Soccer Player, North Carolina ,36,Aquarius,January,24,1986,135194,,
120,Michael,Harney,TV Actor,The Bronx,66,Aries,March,27,1956,113008,,
121,Michael,Hardy,Country Singer,Philadelphia,31,Virgo,September,13,1990,11286,,
122,Michael,Hardeman,YouTube Star,Netherlands,25,Gemini,May,25,1996,211406,,
123,Michael,Haneke,Director,Munich,80,Aries,March,23,1942,156734,,
124,Michael,Hampton,Guitarist, Ohio ,66,Pisces,March,15,1956,192263,,
125,Michael,Hammond,Novelist,United States,65,Aries,March,30,1957,182739,,
126,Michael,Hamm,Instagram Star,Canada,34,Sagittarius,December,20,1987,145134,,
127,Michael,Hamburger,Poet,Germany,,Aries,March,22,1924,221006,Jun 7,
128,Michael,Halterman,Family Member, Kentucky ,39,Sagittarius,December,2,1982,126071,,
129,Michael,Hagan,Rugby Player,Australia,57,Leo,August,12,1964,202181,,
130,Michael,Guthrie,YouTube Star,United States,27,Pisces,March,10,1995,99112,,
131,Michael,Gungor,Pop Singer, Wisconsin ,41,Virgo,September,14,1980,205326,,
132,Michael,Gulley,YouTube Star,St. Louis,30,Cancer,June,22,1991,62011,,
133,Michael,Gudinski,Entrepreneur,Australia,,Leo,August,22,1952,117541,Mar 2,
134,Michael,Gruen,Instagram Star,United States,23,Cancer,July,13,1998,23671,,
135,Michael,Gruber,Novelist, New York ,81,Libra,October,1,1940,222763,,
136,Michael,Gruber,Stage Actor, Ohio ,57,Scorpio,November,1,1964,138887,,
137,MandJTV,MandJTV,YouTube Star,Anchorage,27,Sagittarius,November,28,1994,6297,,
138,Michael,Gross,TV Actor,Chicago,74,Cancer,June,21,1947,47482,,
139,Michael,Grimm,Blues Singer, Colorado ,42,Capricorn,December,30,1979,82278,,
140,Michael,Griffiths,Reality Star,Liverpool,30,Libra,October,2,1991,12302,,
141,Michael,Griffin,Engineer, Maryland ,72,Scorpio,November,1,1949,109048,,
142,Michael,Greyeyes,TV Actor,Canada,54,Gemini,June,4,1967,95083,,
143,Michael,Gregory,YouTube Star, New York ,36,Scorpio,November,2,1985,50495,,
144,Michael,Greenfield,YouTube Star,Philadelphia,34,Pisces,March,2,1988,117689,,
145,Michael,Greene,TV Actor,San Francisco,,Scorpio,November,4,1933,99803,Jan 10,
146,Michael,Green,YouTube Star, South Carolina ,34,Gemini,June,2,1987,2906,,
147,Michael,Greco,Soap Opera Actor,England,51,Scorpio,November,12,1970,166221,,
148,Michael,Gray,DJ,Dumbarton,42,Sagittarius,December,4,1979,93139,,
149,Michael,Gray,YouTube Star,United States,36,Capricorn,January,10,1986,107964,,
150,Michael,Gray,Instagram Star,England,25,Taurus,April,23,1997,155328,,
151,Michael,Graves,Architect,Indianapolis,,Cancer,July,9,1934,113151,Mar 12,
152,Michael,Grant,Young Adult Author,Los Angeles,67,Leo,July,26,1954,25587,,
153,Michael,Gracia,TikTok Star,Winchester,29,Aquarius,February,18,1993,120200,,
154,Michael,Grabner,Hockey Player,Austria,34,Libra,October,5,1987,147840,,
155,Michael,Gove,Politician,Scotland,54,Virgo,August,26,1967,83306,,
156,Michael,Gough,Movie Actor,England,,Sagittarius,November,23,1916,70600,Mar 17,
157,Michael,Gothard,TV Actor,England,,Cancer,June,24,1939,201989,Dec 2,
158,Michael,Gore,Composer, New York ,71,Pisces,March,5,1951,156875,,
159,Michael,Gordon,Director, Maryland ,,Virgo,September,6,1909,107330,Apr 29,
160,Michael,Gordon,Composer,Miami Beach,65,Cancer,July,20,1956,173373,,
161,Michael,Goorjian,Screenwriter, California ,51,Aquarius,February,4,1971,111929,,
162,Michael,Good,Astronaut, Ohio ,59,Libra,October,13,1962,209380,,
163,Michael,Gonzalez,TikTok Star,Dominican Republic,23,Scorpio,November,12,1998,166274,,
164,Michael,Gomez,Boxer,Ireland,44,Cancer,June,21,1977,126677,,
165,Michael,Goldenberg,Screenwriter, California ,56,Virgo,September,2,1965,177488,,
166,Michael,Goi,Director,Chicago,63,Pisces,March,4,1959,149182,,
167,Michael,Gmur,TV Actor,United States,36,Sagittarius,December,5,1985,108298,,
168,Michael,Glawogger,Director,Austria,,Sagittarius,December,3,1959,216688,Apr 22,
169,Michael,Gladis,TV Actor,Houston,44,Virgo,August,30,1977,105398,,
170,Michael,Giradot,Trumpet Player,Austin,39,Taurus,May,4,1983,197861,,
171,Michael,Gira,Rock Singer,Los Angeles,68,Pisces,February,19,1954,88326,,
172,Michael,Ginn,Comedian,Bakersfield,34,Virgo,August,25,1987,199257,,
173,Michael,Gilgan,TikTok Star,Laguna Beach,20,Leo,July,25,2001,24201,,
174,Michael,Giles,Drummer,England,80,Pisces,March,1,1942,191425,,
175,Michael,Gibbs,Composer,Zimbabwe,84,Libra,September,25,1937,178837,,
176,Michael,Giacchino,Composer, NJ ,54,Libra,October,10,1967,59319,,
177,Michael,Gerwen,Darts Player,Netherlands,33,Taurus,April,25,1989,32708,,
178,Michael,Gerow,Songwriter,Muncie,18,Taurus,May,19,2004,116787,,
179,Michael,Gernhardt,Astronaut, Ohio ,66,Taurus,May,4,1956,160791,,
180,Michael,Gerber,TikTok Star,Switzerland,27,Cancer,July,20,1994,118559,,
181,Michael,Gelman,TV Producer,Highland Park,60,Leo,August,4,1961,133627,,
182,Michael,Gazzo,Movie Actor, New Jersey ,,Aries,April,5,1923,191120,Feb 14,
183,Michael,Gazin,TV Actor,Corpus Christi,37,Sagittarius,December,21,1984,216121,,
184,Michael,Gaston,TV Actor,Walnut Creek,59,Scorpio,November,5,1962,138086,,
185,Michael,Garza,Movie Actor,Plano,22,Capricorn,January,11,2000,53468,,
186,Michael,Garofola,Reality Star,New York City,42,Taurus,May,20,1980,171780,,
187,Michael,Garnett,Hockey Player,Canada,39,Sagittarius,November,25,1982,206827,,
188,Michael,Garner,TV Actor,England,67,Libra,October,15,1954,173976,,
189,Michael,Gardyne,Soccer Player,England,36,Aquarius,January,23,1986,150614,,
190,Michael,Gardiner,Australian Rules Footballer,Australia,42,Cancer,July,5,1979,74032,,
191,Michael,Gandolfini,TV Actor,United States,23,Taurus,May,10,1999,65933,,
192,Michael,Gambon,Movie Actor,Dublin,81,Libra,October,19,1940,7784,,
193,Michael,Gallup,Football Player,Atlanta,26,Pisces,March,4,1996,64211,,
194,Michael,Gallagher,YouTube Star,San Dimas,33,Sagittarius,December,6,1988,70810,,
195,Michael,Gallagher,Blogger,Port Hueneme,31,Libra,October,11,1990,184250,,
196,Michael,Galeota,TV Actor,Long Island,,Virgo,August,28,1984,79133,Jan 10,
197,Michael,Gagnon,Fitness Instructor,United States,29,Aries,April,17,1993,163787,,
198,Michael,Fulton,Twitch Star,United States,25,Leo,August,5,1996,31682,,
199,Michael,Fulmer,Baseball Player,Oklahoma City,29,Pisces,March,15,1993,160096,,
200,Michael,Frolik,Hockey Player,Kladno,34,Aquarius,February,17,1988,186774,,
201,Michael,Fries,Business Executive, New York ,59,Scorpio,November,6,1962,210883,,
202,Michael,Jr,TikTok Star, Alabama ,22,Capricorn,January,11,2000,100015,,
203,Michael,Frey,Soccer Player,Switzerland,27,Cancer,July,19,1994,208571,,
204,Michael,French,TV Actor,England,59,Virgo,September,17,1962,111540,,
205,Michael,Frayn,Playwright,England,88,Virgo,September,8,1933,217719,,
206,Michael,Franzese,Activist,Brooklyn,70,Gemini,May,27,1951,23202,,
207,Michael,Franti,Rapper,Oakland,56,Taurus,April,21,1966,42705,,
208,Michael,Franks,Jazz Singer, California ,77,Virgo,September,18,1944,132355,,
209,Michael,Franko,Freerunner,Dallas,21,Scorpio,November,6,2000,120178,,
210,Michael,Frank,Instagram Star,United States,23,Pisces,March,17,1999,76591,,
211,Michael,Francis,Religious Leader,Liberia,,Aquarius,February,12,1936,186857,May 19,
212,Michael,France,Screenwriter, Florida ,59,Sagittarius,December,2,1962,214157,,
213,Michael,Fran,YouTube Star,United States,20,Cancer,July,6,2001,158380,,
214,Michael,Fractor,Reality Star, California ,24,Taurus,May,5,1998,75077,,
215,Michael,Fox,Movie Actor,Buckinghamshire,33,Capricorn,January,5,1989,102397,,
216,Michael,Fouchi,TikTok Star, Louisiana ,16,Libra,October,4,2005,36554,,
217,Michael,Foster,Drummer, Virginia ,57,Sagittarius,December,9,1964,33137,,
218,Michael,Fossum,Astronaut, South Dakota ,64,Sagittarius,December,19,1957,156687,,
219,Michael,Forest,Voice Actor, North Dakota ,93,Aries,April,17,1929,175407,,
220,Michael,Foreman,Astronaut,Columbus,65,Aries,March,29,1957,177373,,
221,Michael,Foreman,Illustrator,England,84,Aries,March,21,1938,180240,,
222,Michael,Ford,Football Player, Louisiana ,31,Gemini,May,27,1990,99611,,
223,Michael,Force,YouTube Star,United States,20,Cancer,July,4,2001,139154,,
224,Michael,Foley,Politician, Ohio ,58,Gemini,June,17,1963,92896,,
225,Michael,Floyd,Football Player,Saint Paul,32,Sagittarius,November,27,1989,105756,,
226,Michael,Flatley,Dancer,Chicago,63,Cancer,July,16,1958,25405,,
227,Michael,Fjordbak,TV Actor, Texas ,33,Sagittarius,December,4,1988,38473,,
228,Michael,Fitzpatrick,Soul Singer,France,51,Cancer,July,21,1970,71576,,
229,Michael,Fitzgerald,Non-Fiction Author, Oregon ,64,Scorpio,November,14,1957,145068,,
230,Michael,Fishman,TV Actor,Los Angeles,40,Libra,October,22,1981,46263,,
231,Michael,Fisher,YouTube Star,United States,,Aries,March,28,,113997,,
232,Michael,Firkins,Guitarist, Nebraska ,55,Taurus,May,19,1967,178215,,
233,Michael,Finley,Basketball Player,Melrose Park,49,Pisces,March,6,1973,106074,,
234,Michael,Fincke,Astronaut, Pennsylvania ,55,Pisces,March,14,1967,199662,,
235,Michael,Finch,YouTube Star,Australia,25,Virgo,September,8,1996,9385,,
236,Michael,Fielding,Comedian,England,40,Aquarius,January,23,1982,125576,,
237,Michael,Festek,TikTok Star,Los Angeles,23,Capricorn,January,18,1999,79555,,
238,Michael,Fessey,YouTube Star,United States,29,Virgo,August,30,1992,57850,,
239,Michael,Felger,Radio Host, Wisconsin ,52,Leo,August,6,1969,179461,,
240,Michael,Feldman,Radio Host, Wisconsin ,73,Pisces,March,9,1949,127814,,
241,Michael,Feinstein,Pianist,Columbus,65,Virgo,September,7,1956,157265,,
242,Michael,Faustino,TV Actor, California ,42,Scorpio,November,16,1979,176061,,
243,Michael,Faucett,Instagram Star,San Diego,23,Virgo,September,22,1998,161315,,
244,Michael,Fassbender,Movie Actor,Heidelberg,45,Aries,April,2,1977,6737,,
245,Michael,Farfan,Soccer Player, California ,33,Cancer,June,23,1988,217398,,
246,Michael,Faraday,Chemist,England,,Virgo,September,22,1791,43087,Aug 25,
247,Michael,FamilyFunPack,YouTube Star, California ,8,Gemini,June,8,2013,7581,,
248,Michael,Fallon,YouTube Star,Perth,32,Pisces,March,1,1990,23741,,
249,Michael,Fairman,Soap Opera Actor, New York ,88,Pisces,February,25,1934,191225,,
250,Michael,Fabiano,Opera Singer,Montclair,38,Taurus,May,8,1984,126258,,
251,Mike,Evans,Football Player,Galveston,28,Leo,August,21,1993,13455,,
252,Michael,Essien,Soccer Player,Accra,39,Sagittarius,December,3,1982,66443,,
253,Michael,Esper,Stage Actor,New York City,45,Sagittarius,December,1,1976,187019,,
254,Michael,Escobedo,Photographer,United States,27,Aries,April,14,1995,204216,,
255,Michael,Epps,TV Actor,Chicago,16,Libra,September,29,2005,13117,,
256,Michael,Ensign,Movie Actor, Arizona ,78,Aquarius,February,13,1944,149405,,
257,Michael,Enriquez,Blogger,Australia,32,Virgo,September,14,1989,204201,,
258,Michael,Ennis,Rugby Player,Australia,38,Pisces,March,16,1984,162205,,
259,Michael,English,Rock Singer, NC ,60,Aries,April,12,1962,113192,,
260,Michael,Ende,Children's Author,Germany,,Scorpio,November,12,1929,170033,Aug 28,
261,Michael,Emerson,TV Actor,Cedar Rapids,67,Virgo,September,7,1954,43328,,
262,Michael,Elgin,Wrestler,Canada,35,Sagittarius,December,13,1986,175776,,
263,Michael,Eklund,TV Actor,Canada,49,Leo,July,31,1972,86591,,
264,Michael,Eisner,Business Executive,Mount Kisco,80,Pisces,March,7,1942,60598,,
265,Michael,Eifert,TikTok Star, California ,19,Sagittarius,December,10,2002,118288,,
266,Michael,Edwards,Movie Actor, California ,77,Sagittarius,November,24,1944,91059,,
267,Michael,Eckert,Weight Lifter,United States,31,Virgo,September,6,1990,136009,,
268,Michael,Eavis,Entrepreneur,England,86,Libra,October,17,1935,142998,,
269,Michael,Easton,Soap Opera Actor,Long Beach,55,Aquarius,February,15,1967,102624,,
270,Michael,Ealy,Movie Actor,"Washington, DC",48,Leo,August,3,1973,9030,,
271,Michael,Dyson,Novelist,Detroit,63,Scorpio,October,23,1958,136552,,
272,Michael,Dyer,Football Player, Arkansas ,31,Libra,October,13,1990,185840,,
273,Michael,Duvall,Politician, California ,66,Gemini,June,14,1955,222430,,
274,Michael,Durant,Pilot, NH ,60,Leo,July,23,1961,169891,,
275,Michael,Dunn,TV Actor, Oklahoma ,,Libra,October,20,1934,122408,Aug 30,
276,Michael,Dunlop,Motorcycle Racer,Ireland,33,Aries,April,10,1989,85070,,
277,Michael,Duncan,Movie Actor,Chicago,,Sagittarius,December,10,1957,16839,Sep 3,
278,Michael,Dummett,Philosopher,England,,Cancer,June,27,1925,219565,Dec 27,
279,Michael,Dukakis,Politician,Brookline,88,Scorpio,November,3,1933,57268,,
280,Michael,Duggar,Family Member,Springdale,10,Gemini,June,15,2011,34723,,
281,Michael,Duffy,TV Show Host,Gold Coast,39,Leo,August,15,1982,98621,,
282,Michael,Dueñas,Stylist,United States,38,Sagittarius,December,8,1983,219228,,
283,Michael,Dudikoff,Movie Actor,Redondo Beach,67,Libra,October,8,1954,86224,,
284,Michael,Drayer,TV Actor,Staten Island,36,Pisces,March,19,1986,184856,,
285,Michael,Drake,Teacher, New York ,70,Cancer,July,9,1951,162194,,
286,Michael,Douglas,Movie Actor,New Brunswick,77,Libra,September,25,1944,8665,,
287,Michael,Dougherty,Screenwriter,Columbus,47,Scorpio,October,28,1974,26576,,
288,Michael,Dorris,Memoirist, Kentucky ,,Aquarius,January,30,1945,184436,Apr 10,
289,Michael,Dorn,TV Actor, TX ,69,Sagittarius,December,9,1952,61647,,
290,Michael,Dorman,TV Actor,Auckland,41,Taurus,April,26,1981,101053,,
291,Michael,Doonican,Pop Singer,Ireland,,Aquarius,February,3,1928,198728,Jul 1,
292,Michael,Dolan,Director, Oklahoma ,56,Cancer,June,21,1965,156709,,
293,Michael,Dodd,Family Member,United States,63,Aries,April,3,1959,103014,,
294,Michael,Dobson,Voice Actor,England,56,Capricorn,January,18,1966,122398,,
295,Michael,Dobbs,Novelist,England,73,Scorpio,November,14,1948,188236,,
296,Michael,Dixon,Family Member,United States,61,Leo,July,25,1960,97372,,
297,Michael,Dinner,Screenwriter, California ,68,Gemini,June,15,1953,201483,,
298,Michael,Dilorenzo,Business Executive,Brooklyn,50,Pisces,March,1,1972,211949,,
299,Michael,Dickson,Football Player,Sydney,26,Capricorn,January,4,1996,219130,,
300,Michael,Dibiase,Wrestler, Texas ,,Capricorn,December,24,1923,203129,Jul 2,
301,Michael,Diala,Instagram Star,United States,30,Gemini,June,11,1991,196701,,
302,Michael,Barres,Rock Singer,England,74,Aquarius,January,24,1948,122215,,
303,Michael,Demassimo,TikTok Star,West Palm Beach,23,Aquarius,February,16,1999,40178,,
304,Michael,DeMaio,YouTube Star,United States,,Virgo,September,20,,148636,,
305,Michael,DeLuise,TV Actor,Los Angeles,52,Leo,August,4,1969,73873,,
306,Michael,DeLorenzo,TV Actor,The Bronx,62,Scorpio,October,31,1959,56599,,
307,Michael,Dell,Entrepreneur,Houston,57,Pisces,February,23,1965,47554,,
308,Michael,Delany,Swimmer,Sydney,56,Leo,August,22,1965,215998,,
309,Michael,DeBakey,Doctor,Lake Charles,,Virgo,September,7,1908,122960,Jul 11,
310,Michael,Dean,Model,Knoxville,26,Pisces,February,28,1996,30607,,
311,Michael,Laborde,TikTok Star,New Zealand,21,Capricorn,January,12,2001,8161,,
312,Michael,Dawson,Soccer Player,England,38,Scorpio,November,18,1983,126238,,
313,Michael,Davis,YouTube Star,United States,35,Taurus,May,7,1987,110744,,
314,Michael,David,Painter,Reno,67,Virgo,September,22,1954,132177,,
315,Michael,Daugherty,Composer,Cedar Rapids,68,Taurus,April,28,1954,176962,,
316,Michael,Darby,Reality Star,Australia,62,Leo,July,29,1959,72885,,
317,Michael,Dapaah,YouTube Star,England,30,Leo,August,10,1991,2682,,
318,Michael,Dante,TV Actor, Connecticut ,90,Virgo,September,2,1931,118835,,
319,Michael,Daniel,Family Member,United States,24,Gemini,June,9,1997,24966,,
320,Michael,Damian,Soap Opera Actor, CA ,60,Taurus,April,26,1962,96546,,
321,Michael,Dameski,Dancer,Sydney,26,Scorpio,November,7,1995,17424,,
322,Michael,Jr.,Boxer, California ,35,Sagittarius,December,19,1986,119299,,
323,Michael,D'Addario,Movie Actor,Long Island,23,Pisces,March,3,1999,55519,,
324,Michael,Curtiz,Director,Hungary,,Capricorn,December,24,1886,135594,Apr 10,
325,Michael,Curry,Religious Leader,United States,69,Pisces,March,13,1953,164663,,
326,Michael,Cunningham,Novelist, Ohio ,69,Scorpio,November,6,1952,105644,,
327,Michael,Cunningham,Soccer Player,Nottingham,31,Aquarius,February,5,1991,121941,,
328,Michael,Cumpsty,Stage Actor,England,62,Pisces,February,26,1960,222754,,
329,Michael,Cummings,Metal Singer, Massachusetts ,53,Virgo,August,25,1968,112188,,
330,Michael,Cuesta,Director, New York ,58,Cancer,July,8,1963,218518,,
331,Michael,Cudlitz,TV Actor,Long Island,57,Capricorn,December,29,1964,24298,,
